teks,target_bank,sentimen
"Sejak pakai, pas tanggal tua, antrian di kantor cabang Bank BNI panjangnya bukan main, bisa habis setengah hari sangat. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
"Buka rekening bank bni sekarang bisa full online, gak sampai 10 menit jadi. Gaskeun deh ke Bank BNI!",Bank BNI,positif
Complaint handling di bank bri profesional dan follow up terus. Bank BRI emang the best!,Bank BRI,positif
"Kalau boleh jujur, saat transfer ke orang tua, loading time Livin by Mandiri makin lama setelah update terakhir ekstrem. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
"Sebagai yang untuk usaha kecil, masalah saya cepat teratasi berkat bantuan CS Bank BRI via telepon. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Kemarin, pas system maintenance, bisa atur budget dan tracking pengeluaran di myBCA, sangat membantu. Bank BCA unggul dibanding Bank BNI sih.",Bank BNI,negatif
"Sejauh ini, saat transfer ke orang tua, BNI Mobile Banking makan banyak memori dan baterai hp super. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Kalau dari segi pembukaan_rekening, buka rekening Bank Mandiri sekarang bisa full online, gak sampai 10 menit jadi. Tapi kalau pembukaan_rekening, proses verifikasi buka rekening Bank BNI via video call cepat dan mudah. Susah milihnya.",Bank BNI,positif
"Dari pengalaman, Bank BCA overall bagus, gak ada biaya top up ke e-wallet dari Bank BCA, hemat! dan masalah saya cepat teratasi berkat bantuan CS Bank BCA via telepon, tapi susah banget nyari ATM Bank BCA di daerah saya, harus pergi jauh.",Bank BCA,campuran
"Sejak pakai, teknologi AI di Bank BCA membantu deteksi fraud dengan akurat, di sisi lain parkir di gedung Bank BRI mahal dan terbatas gila.",Bank BCA,positif
"Akhir-akhir ini, waktu mau bayar tagihan, fitur investasi di Bank BNI mudah dipahami pemula. Bank BNI masih di bawah Bank BCA sih.",Bank BCA,negatif
"Selain tarik tunai, fitur setor tunai di atm bank bri sangat membantu, akan tetapi biaya administrasi invest di Bank BCA tinggi, potong return.",Bank BCA,negatif
"Jujur, Bank Mandiri overall bagus, walaupun antre, pelayanan di teller Bank Mandiri efisien dan cepat dan ATM Bank Mandiri mudah ditemukan di mana-mana, bahkan di kota kecil, namun data breach di Bank Mandiri beberapa waktu lalu bikin khawatir.",Bank Mandiri,campuran
"Kartu debit bank bri langsung aktif setelah rekening jadi, di sisi lain biaya kartu kredit Bank BCA annual fee-nya tinggi.",Bank BCA,negatif
"Kesel sangat sama Bank BRI, bulan ini WiFi gratis di Bank BRI lemot dan sering putus.",Bank BRI,negatif
"Sejak pakai, Bank BCA overall bagus, program poin reward Bank BCA bisa ditukar berbagai hadiah menarik dan API Bank BCA untuk developer sangat well-documented, akan tetapi fasilitas di kantor cabang Bank BCA kurang nyaman untuk tunggu.",Bank BCA,campuran
Antrian di atm bank bca biasanya cepat karena mesinnya responsif. Bank BCA emang the best!,Bank BCA,positif
"Tadi, pas lagi butuh dana darurat, biaya admin Bank BNI cukup terjangkau, sesuai dengan layanannya. Bank BNI beda tipis sama Bank Mandiri sih.",Bank BNI,positif
Biaya transfer online bank mandiri lebih murah dari yang offline. Recommend super buat yang mau coba Bank Mandiri!,Bank Mandiri,positif
"Tadi, pas lagi butuh dana darurat, update myBCA selalu membawa fitur baru yang berguna. Bank BCA masih di bawah Bank Mandiri sih.",Bank Mandiri,negatif
sedang mempertimbangkan antara Bank BCA dan Bank BNI untuk KPR.,Bank BCA,netral
"Terus terang, gak ada biaya top up ke e-wallet dari Bank Mandiri, hemat!, meski petugas Bank BNI kurang update soal produk terbaru super.",Bank BNI,negatif
Minggu lalu penalty kalau saldo minimum gak terpenuhi di Bank BNI gede banget total. Kecewa sama Bank BNI.,Bank BNI,negatif
"Kalau dari segi pembukaan_rekening, kartu debit Bank BRI langsung aktif setelah rekening jadi. Tapi kalau cs, CS Bank Mandiri sabar banget jelasinnya, gak bikin bingung. Susah milihnya.",Bank Mandiri,positif
tadi pagi ke kantor cabang Bank BRI untuk urusan administrasi bulan ini.,Bank BRI,netral
"Bulan ini, pas lagi butuh dana darurat, bisa bayar tagihan listrik dan PDAM di ATM Bank BRI. Bank BRI setara dengan Bank BNI sih.",Bank BRI,positif
"Sebagai yang sebagai freelancer, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BRI. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Sejauh ini, Bank BCA overall bagus, fitur investasi di Bank BCA mudah dipahami pemula dan integrasi dengan berbagai platform digital di Bank BCA seamless, meski CS Bank BCA sering putus sambungan di tengah pembicaraan.",Bank BCA,campuran
"Jaringan atm bank bri sangat luas, jadi gampang tarik tunai, walaupun CS di social media Bank Mandiri balasnya lama dan sering template jawabannya.",Bank Mandiri,negatif
"Sejak pakai, Bank BRI overall bagus, masalah saya cepat teratasi berkat bantuan CS Bank BRI via telepon dan inovasi fintech Bank BRI selalu di depan dibanding kompetitor, meski susah banget nyari ATM Bank BRI di daerah saya, harus pergi jauh.",Bank BRI,campuran
"Sejak pakai, satpam di Bank BRI sigap membantu nasabah yang kebingungan, walaupun biaya tarik tunai di ATM bank lain dari Bank Mandiri selangit banget.",Bank BRI,positif
"Sejak pakai, teknologi AI di Bank BNI membantu deteksi fraud dengan akurat, tapi WiFi gratis di Bank Mandiri lemot dan sering putus super.",Bank Mandiri,negatif
"Kesel super sama Bank BNI, dari tadi pagi proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama.",Bank BNI,negatif
"Atm bank bni mudah ditemukan di mana-mana, bahkan di kota kecil, beda cerita kalau CS Bank BRI sering putus sambungan di tengah pembicaraan.",Bank BRI,negatif
"Sejak kemarin, pas weekend, fitur investasi di Bank BNI mudah dipahami pemula. Bank BNI unggul dibanding Bank Mandiri sih.",Bank Mandiri,negatif
"Kesel luar biasa sama Bank Mandiri, tadi biaya transfer ke bank lain dari Bank Mandiri mahal, beda jauh sama yang lain.",Bank Mandiri,negatif
"Terus terang, Bank BRI overall bagus, suka banget karena Bank BRI banyak promo transfer gratis via BI-FAST dan program poin reward Bank BRI bisa ditukar berbagai hadiah menarik, namun sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BRI,campuran
"Kalau dari segi cs, CS Bank BNI sabar banget jelasinnya, gak bikin bingung. Tapi kalau promo, kolaborasi Bank BCA dengan e-commerce sering ada flash sale. Susah milihnya.",Bank BCA,positif
Pengalaman saya dengan customer service bank bca selalu baik dan solutif. Recommend banget buat yang mau coba Bank BCA!,Bank BCA,positif
"Kesel bener-bener sama Bank BRI, sejak kemarin fasilitas di kantor cabang Bank BRI kurang nyaman untuk tunggu.",Bank BRI,negatif
"Sebagai yang untuk usaha kecil, BRImo sangat stabil dan jarang error, bisa diandalkan. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Kesel banget sama Bank BCA, bulan ini kasus fraud yang lambat ditangani tim Bank BCA.",Bank BCA,negatif
"Dari pengalaman, fitur di BNI Mobile Banking lengkap banget, semua bisa dari hp, gak perlu ke cabang, padahal notifikasi transaksi dari BRImo sering telat masuk, jadi was-was total.",Bank BRI,negatif
Integrasi dengan berbagai platform digital di bank bri seamless. Bank BRI emang the best!,Bank BRI,positif
rekening Bank BRI saya gunakan khusus untuk tabungan.,Bank BRI,netral
"Akhir-akhir ini, waktu mau bayar tagihan, pemegang kartu debit Bank Mandiri sering dapat cashback di supermarket. Bank Mandiri gak sebagus Bank BNI sih.",Bank Mandiri,positif
"Sebagai yang first time banking, teknologi AI di Bank Mandiri membantu deteksi fraud dengan akurat. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"lagi proses pengajuan kredit di Bank BCA, sambil ngurus dokumen.",Bank BCA,netral
"Minta saran dong, antara Bank BRI dan Bank Mandiri mana yang lebih worth it?",Bank Mandiri,netral
"Sebagai yang sebagai freelancer, bisa beli emas digital langsung dari aplikasi Bank Mandiri. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Sebagai yang first time banking, sering dapat promo menarik dari kartu kredit Bank BNI, diskonnya lumayan. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Akhir-akhir ini, waktu mau bayar tagihan, fitur investasi di Bank BNI mudah dipahami pemula. Bank BNI masih di bawah Bank BCA sih.",Bank BNI,positif
"Inovasi fintech bank bca selalu di depan dibanding kompetitor, namun update Livin by Mandiri bukannya makin bagus malah makin banyak bug.",Bank Mandiri,negatif
"Sebagai yang sebagai freelancer, buka rekening Bank BNI sekarang bisa full online, gak sampai 10 menit jadi. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Kalau boleh jujur, Bank BCA overall bagus, bisa beli emas digital langsung dari aplikasi Bank BCA dan biaya transfer online Bank BCA lebih murah dari yang offline, padahal aplikasi myBCA sering banget maintenance, apalagi pas tanggal gajian, bikin emosi.",Bank BCA,campuran
"Tadi, pas weekend, fitur investasi di Bank Mandiri mudah dipahami pemula. Bank Mandiri hampir sama kayak Bank BRI sih.",Bank BRI,negatif
"Tadi, jam makan siang, sistem keamanan Bank BRI menggunakan enkripsi tingkat militer. Bank BRI jauh lebih baik dari Bank BCA sih.",Bank BRI,positif
"Kalau boleh jujur, sering dapat promo menarik dari kartu kredit Bank BCA, diskonnya lumayan, sayangnya petugas security Bank BNI kadang kurang ramah ke nasabah total.",Bank BCA,positif
"rekening Bank Mandiri saya gunakan khusus untuk tabungan, sambil ngurus dokumen.",Bank Mandiri,netral
"Sejauh ini, ketika lagi traveling, charge untuk layanan priority banking Bank BNI gak worth it total. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
"Kalau dari segi investasi, robo advisor Bank BNI membantu pilih portofolio yang tepat. Tapi kalau biaya, suka banget karena Bank BCA banyak promo transfer gratis via BI-FAST. Susah milihnya.",Bank BNI,positif
"Dari pengalaman, pas weekend, penalty kalau saldo minimum gak terpenuhi di Bank BRI gede banget parah. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BRI,negatif
"Fitur di mybca lengkap banget, semua bisa dari hp, gak perlu ke cabang, meski CS Bank Mandiri kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank Mandiri,negatif
"Dari pengalaman, saat gajian, sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu parah. Mending pindah ke Bank BRI aja kayaknya.",Bank Mandiri,negatif
"Bulan ini, pas lagi butuh dana darurat, bisa bayar tagihan listrik dan PDAM di ATM Bank BRI. Bank BRI setara dengan Bank BNI sih.",Bank BNI,negatif
"Jujur, API Bank BNI untuk developer sangat well-documented, beda cerita kalau biaya administrasi invest di Bank BRI tinggi, potong return total.",Bank BRI,negatif
"Sejak kemarin, ketika lagi traveling, pemegang kartu debit Bank BNI sering dapat cashback di supermarket. Bank BNI masih kalah sama Bank BCA sih.",Bank BCA,negatif
"Tadi biaya transfer ke bank lain dari Bank BCA mahal, beda jauh sama yang lain total. Kecewa sama Bank BCA.",Bank BCA,negatif
Dari tadi pagi nomor antrian di Bank BNI sering error atau loncat-loncat banget. Kecewa sama Bank BNI.,Bank BNI,negatif
"lagi proses pengajuan kredit di Bank Mandiri, sambil tanya-tanya produk.",Bank Mandiri,netral
"Honestly, Bank BRI overall bagus, tampilan BRImo modern dan user-friendly, enak dilihat dan bisa bayar tagihan listrik dan PDAM di ATM Bank BRI, namun WiFi gratis di Bank BRI lemot dan sering putus.",Bank BRI,campuran
"Tadi keamanan area ATM Bank BCA kurang, sering ada orang mencurigakan ekstrem. Kecewa sama Bank BCA.",Bank BCA,negatif
"Sebagai yang first time banking, integrasi dengan berbagai platform digital di Bank Mandiri seamless. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Suka banget karena bank bca banyak promo transfer gratis via bi-fast, cuma biaya administrasi invest di Bank Mandiri tinggi, potong return.",Bank Mandiri,negatif
"Qris di bni mobile banking responsif dan gak pernah gagal, sat set bayarnya, tapi jam operasional cabang Bank BCA terbatas, sulit pas hari kerja.",Bank BNI,positif
"Atm bank bni jarang kosong uangnya, selalu terisi, di sisi lain nomor antrian di Bank BRI sering error atau loncat-loncat.",Bank BRI,negatif
Satpam di bank bri sigap membantu nasabah yang kebingungan. Worth it banget pilih Bank BRI!,Bank BRI,positif
"Bni mobile banking sangat stabil dan jarang error, bisa diandalkan, namun telepon CS Bank BCA antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank BNI,positif
"Jujur, Bank BNI overall bagus, live chat di website Bank BNI selalu ada yang standby dan dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP, sayangnya font di BNI Mobile Banking terlalu kecil, susah dibaca orang tua.",Bank BNI,campuran
"Bulan ini, pas weekend, sistem keamanan Bank Mandiri menggunakan enkripsi tingkat militer. Bank Mandiri hampir sama kayak Bank BRI sih.",Bank Mandiri,positif
"Sejak kemarin, ketika lagi traveling, API Bank Mandiri untuk developer sangat well-documented. Bank Mandiri setara dengan Bank BCA sih.",Bank Mandiri,positif
"Kalau menurut saya, pas weekend, fasilitas di kantor cabang Bank Mandiri kurang nyaman untuk tunggu total. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
"Menurutku, Bank BNI overall bagus, notifikasi real-time di BNI Mobile Banking selalu akurat dan tepat waktu dan biaya admin bulanannya worth it dengan semua kemudahan yang didapat, walaupun ATM Bank BNI sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BNI,campuran
"Priority banking bank bca layanannya premium banget, beda cerita kalau ruang ATM Bank Mandiri sering kotor dan kurang terawat.",Bank BCA,positif
"Belakangan telepon CS Bank Mandiri antrinya lama banget, habis pulsa banyak cuma buat nunggu total. Kecewa sama Bank Mandiri.",Bank Mandiri,negatif
"Kalau menurut saya, fitur investasi di Bank BNI mudah dipahami pemula, sayangnya antrian di kantor cabang Bank BCA panjangnya bukan main, bisa habis setengah hari total.",Bank BNI,positif
Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast. Worth it banget pilih Bank Mandiri!,Bank Mandiri,positif
"Sejak kemarin, pas tanggal tua, fitur cardless di Livin by Mandiri ngebantu banget pas dompet ketinggalan. Bank Mandiri beda tipis sama Bank BCA sih.",Bank BCA,negatif
"Terus terang, Bank BNI overall bagus, bisa beli emas digital langsung dari aplikasi Bank BNI dan facial recognition di BNI Mobile Banking lebih cepet dari fingerprint, meski antrian di kantor cabang Bank BNI panjangnya bukan main, bisa habis setengah hari.",Bank BNI,campuran
"Honestly, pas weekend, ruang ATM Bank BRI sering kotor dan kurang terawat super. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BRI,negatif
"Bisa beli emas digital langsung dari aplikasi bank bca, di sisi lain aplikasi Livin by Mandiri sering banget maintenance, apalagi pas tanggal gajian, bikin emosi.",Bank BCA,positif
"Sejak kemarin, saat gajian, bisa beli emas digital langsung dari aplikasi Bank BRI. Bank BRI gak sebagus Bank BCA sih.",Bank BCA,negatif
"Menurutku, Livin by Mandiri sangat stabil dan jarang error, bisa diandalkan, beda cerita kalau ATM Bank BRI sering offline atau rusak, pas butuh malah gak bisa dipakai bener-bener.",Bank Mandiri,positif
"Sejak pakai, API Bank BRI untuk developer sangat well-documented, akan tetapi biaya kartu kredit Bank BCA annual fee-nya tinggi banget.",Bank BRI,positif
"Kalau menurut saya, satpam di Bank BRI sigap membantu nasabah yang kebingungan, akan tetapi layar sentuh di ATM Bank Mandiri sering tidak responsif super.",Bank BRI,positif
"Sebagai yang ganti dari bank konvensional, facial recognition di Livin by Mandiri lebih cepet dari fingerprint. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Sejauh ini, Bank BCA overall bagus, keamanan myBCA berlapis-lapis, bikin tenang dan selain tarik tunai, fitur setor tunai di ATM Bank BCA sangat membantu, tapi nomor antrian di Bank BCA sering error atau loncat-loncat.",Bank BCA,campuran
"Tadi, pas tanggal tua, bisa beli emas digital langsung dari aplikasi Bank BNI. Bank BNI masih di bawah Bank Mandiri sih.",Bank Mandiri,negatif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah dan update Livin by Mandiri selalu membawa fitur baru yang berguna, beda cerita kalau data breach di Bank Mandiri beberapa waktu lalu bikin khawatir.",Bank Mandiri,campuran
"Terus terang, Bank BNI overall bagus, antrian di ATM Bank BNI biasanya cepat karena mesinnya responsif dan onboarding di Bank BNI dikasih welcome gift yang menarik, sayangnya CS Bank BNI jam operasionalnya terbatas, gak 24 jam.",Bank BNI,campuran
"Kalau boleh jujur, Bank BNI overall bagus, teknologi AI di Bank BNI membantu deteksi fraud dengan akurat dan fitur investasi di Bank BNI mudah dipahami pemula, meski ATM Bank BNI gak ada fasilitas deposit, harus ke teller.",Bank BNI,campuran
"Kemarin, waktu mau bayar tagihan, CS Bank Mandiri via WhatsApp responsif 24/7, sangat membantu. Bank Mandiri masih di bawah Bank BRI sih.",Bank Mandiri,positif
"Minta saran dong, antara Bank Mandiri dan Bank BNI mana yang lebih worth it?",Bank Mandiri,netral
"Kesel bener-bener sama Bank Mandiri, akhir-akhir ini petugas security Bank Mandiri kadang kurang ramah ke nasabah.",Bank Mandiri,negatif
Sbn dan obligasi di bank mandiri pilihan investasinya beragam. Recommend sangat buat yang mau coba Bank Mandiri!,Bank Mandiri,positif
"Guys, Bank BCA atau Bank BRI ya buat kredit rumah? Lagi galau nih",Bank BRI,netral
"Sebagai yang pensiun dari bank lama, walaupun antre, pelayanan di teller Bank BNI efisien dan cepat. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Sejauh ini, ATM Bank Mandiri jarang kosong uangnya, selalu terisi, meski search function di BNI Mobile Banking kurang akurat, susah nyari fitur ekstrem.",Bank BNI,negatif
"Sejak kemarin, pas lagi butuh dana darurat, BRImo sangat stabil dan jarang error, bisa diandalkan. Bank BRI gak sebagus Bank BCA sih.",Bank BCA,negatif
"Sejak pakai, Bank BRI overall bagus, masalah saya cepat teratasi berkat bantuan CS Bank BRI via telepon dan bisa beli emas digital langsung dari aplikasi Bank BRI, akan tetapi BRImo makan banyak memori dan baterai hp.",Bank BRI,campuran
"Walaupun antre, pelayanan di teller bank mandiri efisien dan cepat, tapi pernah ada kasus double charge di kartu kredit Bank BNI.",Bank BNI,negatif
"Kalau menurut saya, Bank BRI overall bagus, kolaborasi Bank BRI dengan e-commerce sering ada flash sale dan dark mode di BRImo bikin mata gak capek pas malem, meski CS Bank BRI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BRI,campuran
"tadi pagi ke kantor cabang Bank Mandiri untuk urusan administrasi, sambil tanya-tanya produk.",Bank Mandiri,netral
"Tadi, jam makan siang, jaringan ATM Bank Mandiri sangat luas, jadi gampang tarik tunai. Bank Mandiri jauh lebih baik dari Bank BNI sih.",Bank Mandiri,positif
"Terus terang, ketika lagi traveling, biaya administrasi invest di Bank BCA tinggi, potong return super. Mending pindah ke Bank Mandiri aja kayaknya.",Bank Mandiri,positif
lagi proses pengajuan kredit di Bank BNI minggu lalu.,Bank BNI,netral
"Bulan ini, saat gajian, selain tarik tunai, fitur setor tunai di ATM Bank BCA sangat membantu. Bank BCA masih di bawah Bank Mandiri sih.",Bank BCA,positif
"Kalau menurut saya, Bank BCA overall bagus, API Bank BCA untuk developer sangat well-documented dan proses verifikasi buka rekening Bank BCA via video call cepat dan mudah, namun kasus fraud yang lambat ditangani tim Bank BCA.",Bank BCA,campuran
"Belakangan, saat gajian, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BRI. Bank BRI hampir sama kayak Bank BCA sih.",Bank BRI,positif
"Menurutku, ketika lagi traveling, penalty kalau saldo minimum gak terpenuhi di Bank BCA gede banget bener-bener. Mending pindah ke Bank BNI aja kayaknya.",Bank BCA,negatif
"Dari pengalaman, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BCA, namun nomor antrian di Bank BNI sering error atau loncat-loncat gila.",Bank BCA,positif
"Atm bank bri mudah ditemukan di mana-mana, bahkan di kota kecil. Worth it banget pilih Bank BRI!",Bank BRI,positif
"Terus terang, Bank Mandiri overall bagus, notifikasi real-time di Livin by Mandiri selalu akurat dan tepat waktu dan teknologi AI di Bank Mandiri membantu deteksi fraud dengan akurat, sayangnya biaya tarik tunai di ATM bank lain dari Bank Mandiri selangit.",Bank Mandiri,campuran
menggunakan Bank BRI untuk keperluan bisnis dan transaksi harian bulan ini.,Bank BRI,netral
Kolaborasi bank bri dengan e-commerce sering ada flash sale. Recommend gila buat yang mau coba Bank BRI!,Bank BRI,positif
"Dari tadi pagi, saat transfer ke orang tua, reksadana di Bank Mandiri performanya konsisten bagus. Bank Mandiri masih kalah sama Bank BCA sih.",Bank BCA,negatif
"Kesel bener-bener sama Bank BCA, dari tadi pagi aplikasi myBCA sering banget maintenance, apalagi pas tanggal gajian, bikin emosi.",Bank BCA,negatif
"Terus terang, pas tanggal tua, proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama gila. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Akhir-akhir ini, jam makan siang, ATM Bank BRI mudah ditemukan di mana-mana, bahkan di kota kecil. Bank BRI jauh lebih baik dari Bank BNI sih.",Bank BNI,negatif
"Terus terang, waktu mau bayar tagihan, notifikasi Livin by Mandiri spam banget, banyak yang gak penting luar biasa. Mending pindah ke Bank BRI aja kayaknya.",Bank BRI,positif
"Honestly, pas tanggal tua, layar sentuh di ATM Bank BNI sering tidak responsif super. Mending pindah ke Bank BRI aja kayaknya.",Bank BNI,negatif
"Dari tadi pagi, waktu lagi busy, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah. Bank Mandiri hampir sama kayak Bank BCA sih.",Bank Mandiri,positif
"Kalau boleh jujur, fitur cardless di BRImo ngebantu banget pas dompet ketinggalan, walaupun receipt ATM Bank BNI sering habis kertas atau blur printnya banget.",Bank BRI,positif
"Pengalaman pribadiku sih, API Bank Mandiri untuk developer sangat well-documented, meski follow up dari CS Bank BRI lemah, janji gak ditepati luar biasa.",Bank Mandiri,positif
"Jujur, tampilan BRImo modern dan user-friendly, enak dilihat, akan tetapi loading time myBCA makin lama setelah update terakhir bener-bener.",Bank BCA,negatif
Kolaborasi bank bri dengan e-commerce sering ada flash sale. Recommend luar biasa buat yang mau coba Bank BRI!,Bank BRI,positif
"Bulan ini, pas system maintenance, biaya transfer online Bank BCA lebih murah dari yang offline. Bank BCA masih di bawah Bank Mandiri sih.",Bank Mandiri,negatif
"Bulan ini, waktu mau bayar tagihan, ATM Bank BRI jarang kosong uangnya, selalu terisi. Bank BRI gak sebagus Bank Mandiri sih.",Bank BRI,positif
"Jujur, Bank BNI overall bagus, tampilan BNI Mobile Banking modern dan user-friendly, enak dilihat dan SBN dan obligasi di Bank BNI pilihan investasinya beragam, meski penalty kalau saldo minimum gak terpenuhi di Bank BNI gede banget.",Bank BNI,campuran
"Dokumen yang dibutuhkan buka rekening bank bca simpel, cuma ktp. Bank BCA emang the best!",Bank BCA,positif
"Kalau menurut saya, Bank Mandiri overall bagus, kolaborasi Bank Mandiri dengan e-commerce sering ada flash sale dan promo cashback Bank Mandiri sering banget, lumayan buat tambahan, akan tetapi aplikasi Livin by Mandiri sering banget maintenance, apalagi pas tanggal gajian, bikin emosi.",Bank Mandiri,campuran
"Tadi sistem Bank BRI pernah down berhari-hari, gak bisa akses dana ekstrem. Kecewa sama Bank BRI.",Bank BRI,negatif
"Sebagai yang pensiun dari bank lama, weekend sale Bank Mandiri selalu ada promo hotel dan travel. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Sistem keamanan bank bca menggunakan enkripsi tingkat militer, akan tetapi CS Bank BNI jam operasionalnya terbatas, gak 24 jam.",Bank BNI,negatif
"Sebagai yang first time banking, dokumen yang dibutuhkan buka rekening Bank Mandiri simpel, cuma KTP. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Dari tadi pagi, pas system maintenance, gak ada biaya top up ke e-wallet dari Bank BNI, hemat!. Bank BNI beda tipis sama Bank BRI sih.",Bank BNI,positif
"Sebagai yang ganti dari bank konvensional, fitur investasi di Bank BCA mudah dipahami pemula. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, integrasi dengan berbagai platform digital di Bank Mandiri seamless dan pengalaman saya dengan customer service Bank Mandiri selalu baik dan solutif, cuma keamanan area ATM Bank Mandiri kurang, sering ada orang mencurigakan.",Bank Mandiri,campuran
"Kalau boleh jujur, tengah malam, proses blokir kartu Bank BRI kalau hilang ribet dan butuh waktu lama sangat. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Terus terang, pas lagi butuh dana darurat, follow up dari CS Bank Mandiri lemah, janji gak ditepati gila. Mending pindah ke Bank BRI aja kayaknya.",Bank Mandiri,negatif
"Kalau boleh jujur, tengah malam, sistem Bank Mandiri pernah down berhari-hari, gak bisa akses dana luar biasa. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Jujur, Bank BNI overall bagus, update BNI Mobile Banking selalu membawa fitur baru yang berguna dan dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP, akan tetapi keamanan area ATM Bank BNI kurang, sering ada orang mencurigakan.",Bank BNI,campuran
"Kalau boleh jujur, Bank BRI overall bagus, promo cashback Bank BRI sering banget, lumayan buat tambahan dan pemegang kartu debit Bank BRI sering dapat cashback di supermarket, walaupun proses blokir kartu Bank BRI kalau hilang ribet dan butuh waktu lama.",Bank BRI,campuran
"Sebagai yang sebagai freelancer, onboarding di Bank BCA dikasih welcome gift yang menarik. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Kesel total sama Bank BNI, tadi CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BNI,negatif
"Sebagai yang untuk usaha kecil, gak ada biaya top up ke e-wallet dari Bank BNI, hemat!. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Akhir-akhir ini, pas weekend, Bank BRI banyak kerjasama dengan merchant, jadi banyak diskon F&B. Bank BRI masih di bawah Bank BNI sih.",Bank BNI,negatif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, sistem keamanan Bank Mandiri menggunakan enkripsi tingkat militer dan biaya admin Bank Mandiri cukup terjangkau, sesuai dengan layanannya, sayangnya data breach di Bank Mandiri beberapa waktu lalu bikin khawatir.",Bank Mandiri,campuran
"Sebagai yang ganti dari bank konvensional, bisa atur budget dan tracking pengeluaran di myBCA, sangat membantu. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Dari pengalaman, Bank BNI overall bagus, reksadana di Bank BNI performanya konsisten bagus dan top up e-wallet dari BNI Mobile Banking instan masuknya, beda cerita kalau pernah ada kasus double charge di kartu kredit Bank BNI.",Bank BNI,campuran
"Belakangan, saat transfer ke orang tua, CS Bank Mandiri sabar banget jelasinnya, gak bikin bingung. Bank Mandiri jauh lebih baik dari Bank BCA sih.",Bank BCA,negatif
"Kesel gila sama Bank Mandiri, akhir-akhir ini ATM Bank Mandiri gak ada fasilitas deposit, harus ke teller.",Bank Mandiri,negatif
"Kalau dari segi teknologi, sistem keamanan Bank BRI menggunakan enkripsi tingkat militer. Tapi kalau teknologi, integrasi dengan berbagai platform digital di Bank Mandiri seamless. Susah milihnya.",Bank Mandiri,positif
"Sebagai yang ganti dari bank konvensional, ATM Bank BCA mudah ditemukan di mana-mana, bahkan di kota kecil. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Dari pengalaman, saat transfer ke orang tua, data breach di Bank Mandiri beberapa waktu lalu bikin khawatir sangat. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
