teks,target_bank,sentimen
"Bank bri banyak kerjasama dengan merchant, jadi banyak diskon f&b. Worth it banget pilih Bank BRI!",Bank BRI,positif
"Terus terang, Bank BNI overall bagus, antrian di ATM Bank BNI biasanya cepat karena mesinnya responsif dan keamanan BNI Mobile Banking berlapis-lapis, bikin tenang, di sisi lain biaya transfer ke bank lain dari Bank BNI mahal, beda jauh sama yang lain.",Bank BNI,campuran
"Dari tadi pagi Livin by Mandiri lemot banget kalau dipakai pas jam sibuk, loadingnya lama banget. Kecewa sama Bank Mandiri.",Bank Mandiri,negatif
"Sebagai yang untuk usaha kecil, ATM Bank Mandiri jarang kosong uangnya, selalu terisi. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
Bulan ini WiFi gratis di Bank BNI lemot dan sering putus banget. Kecewa sama Bank BNI.,Bank BNI,negatif
"Kalau dari segi atm, ATM Bank Mandiri jarang kosong uangnya, selalu terisi. Tapi kalau atm, selain tarik tunai, fitur setor tunai di ATM Bank BNI sangat membantu. Susah milihnya.",Bank Mandiri,positif
"Biaya admin bank mandiri cukup terjangkau, sesuai dengan layanannya. Gaskeun deh ke Bank Mandiri!",Bank Mandiri,positif
"Dari tadi pagi keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising bener-bener. Kecewa sama Bank BNI.",Bank BNI,negatif
"Selain tarik tunai, fitur setor tunai di atm bank mandiri sangat membantu. Gaskeun deh ke Bank Mandiri!",Bank Mandiri,positif
"Menurutku, Bank BCA overall bagus, gak ada biaya top up ke e-wallet dari Bank BCA, hemat! dan layar ATM Bank BCA jernih dan touchscreen-nya sensitif, beda cerita kalau petugas Bank BCA kurang update soal produk terbaru.",Bank BCA,campuran
"Kalau boleh jujur, pas weekend, biaya tarik tunai di ATM bank lain dari Bank BNI selangit ekstrem. Mending pindah ke Bank BRI aja kayaknya.",Bank BNI,negatif
"Sejak pakai, fitur di Livin by Mandiri lengkap banget, semua bisa dari hp, gak perlu ke cabang, padahal data breach di Bank BNI beberapa waktu lalu bikin khawatir total.",Bank BNI,negatif
"baru saja memindahkan rekening gaji saya ke Bank BRI, sambil ngurus dokumen.",Bank BRI,netral
"Sejauh ini, pas tanggal tua, kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi luar biasa. Mending pindah ke Bank BNI aja kayaknya.",Bank BRI,negatif
Teknologi ai di bank bri membantu deteksi fraud dengan akurat. Bank BRI emang the best!,Bank BRI,positif
"Kesel total sama Bank BRI, dari tadi pagi WiFi gratis di Bank BRI lemot dan sering putus.",Bank BRI,negatif
"Sejak pakai, Bank BCA overall bagus, biaya admin bulanannya worth it dengan semua kemudahan yang didapat dan ATM Bank BCA jarang kosong uangnya, selalu terisi, di sisi lain pernah ada kasus double charge di kartu kredit Bank BCA.",Bank BCA,campuran
"Program poin reward bank bca bisa ditukar berbagai hadiah menarik, tapi sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BCA,positif
"Sebagai yang ganti dari bank konvensional, pemegang kartu debit Bank Mandiri sering dapat cashback di supermarket. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Sebagai yang untuk usaha kecil, QRIS di myBCA responsif dan gak pernah gagal, sat set bayarnya. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Sejak pakai, pas tanggal tua, kasus fraud yang lambat ditangani tim Bank Mandiri parah. Mending pindah ke Bank BCA aja kayaknya.",Bank Mandiri,negatif
"Dokumen yang dibutuhkan buka rekening bank mandiri simpel, cuma ktp. Gaskeun deh ke Bank Mandiri!",Bank Mandiri,positif
"Cs bank bni sangat responsif dan membantu, masalah langsung kelar, sayangnya CS di social media Bank Mandiri balasnya lama dan sering template jawabannya.",Bank Mandiri,negatif
"Tadi, pas tanggal tua, reksadana di Bank BNI performanya konsisten bagus. Bank BNI lebih bagus daripada Bank Mandiri sih.",Bank Mandiri,negatif
"Kesel banget sama Bank Mandiri, akhir-akhir ini CS Bank Mandiri sering putus sambungan di tengah pembicaraan.",Bank Mandiri,negatif
"Terus terang, Bank BCA overall bagus, reksadana di Bank BCA performanya konsisten bagus dan sistem keamanan Bank BCA menggunakan enkripsi tingkat militer, meski keamanan data di Bank BCA perlu ditingkatkan lagi, masih was-was soal phising.",Bank BCA,campuran
"Menurutku, fitur di BNI Mobile Banking lengkap banget, semua bisa dari hp, gak perlu ke cabang, akan tetapi layar sentuh di ATM Bank BRI sering tidak responsif gila.",Bank BRI,negatif
sedang mempertimbangkan antara Bank BRI dan Bank BCA untuk KPR.,Bank BRI,netral
"Promo cashback bank bri sering banget, lumayan buat tambahan, tapi fasilitas di kantor cabang Bank BNI kurang nyaman untuk tunggu.",Bank BNI,negatif
"Sebagai yang sebagai freelancer, fitur di Livin by Mandiri lengkap banget, semua bisa dari hp, gak perlu ke cabang. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Akhir-akhir ini ATM Bank Mandiri sering offline atau rusak, pas butuh malah gak bisa dipakai total. Kecewa sama Bank Mandiri.",Bank Mandiri,negatif
"Kesel total sama Bank BNI, kemarin susah banget nyari ATM Bank BNI di daerah saya, harus pergi jauh.",Bank BNI,negatif
"Sejauh ini, Bank BRI overall bagus, top up e-wallet dari BRImo instan masuknya dan onboarding di Bank BRI dikasih welcome gift yang menarik, walaupun biaya admin bulanan Bank BRI lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BRI,campuran
"Proses verifikasi buka rekening bank mandiri via video call cepat dan mudah, meski biaya administrasi invest di Bank BRI tinggi, potong return.",Bank Mandiri,positif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, walaupun antre, pelayanan di teller Bank Mandiri efisien dan cepat dan API Bank Mandiri untuk developer sangat well-documented, meski ruang ATM Bank Mandiri sering kotor dan kurang terawat.",Bank Mandiri,campuran
"Kalau transfer ke sesama bank bni gratis, jadi sering kupakai. Bank BNI emang the best!",Bank BNI,positif
Ada yang pernah pakai Bank BNI dan Bank BRI? Share pengalaman dong,Bank BNI,netral
"Honestly, Bank BNI overall bagus, bisa bayar tagihan listrik dan PDAM di ATM Bank BNI dan fitur investasi di Bank BNI mudah dipahami pemula, sayangnya AC di kantor cabang Bank BNI kurang dingin, gerah nunggu.",Bank BNI,campuran
"Sebagai yang pensiun dari bank lama, integrasi dengan berbagai platform digital di Bank BRI seamless. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
Complaint handling di bank bni profesional dan follow up terus. Bank BNI emang the best!,Bank BNI,positif
"Kalau menurut saya, ketika lagi traveling, banyak biaya tersembunyi kalau pakai Bank BRI, tiba-tiba saldo kepotong sangat. Mending pindah ke Bank BNI aja kayaknya.",Bank BRI,negatif
"Menurutku, Bank BRI overall bagus, gak ada biaya top up ke e-wallet dari Bank BRI, hemat! dan sistem keamanan Bank BRI menggunakan enkripsi tingkat militer, di sisi lain sempat khawatir dengan kasus skimming di Bank BRI, jadi takut nabung banyak.",Bank BRI,campuran
"Minggu lalu, pas system maintenance, bisa beli emas digital langsung dari aplikasi Bank BNI. Bank BNI beda tipis sama Bank Mandiri sih.",Bank Mandiri,negatif
"Fitur cardless di mybca ngebantu banget pas dompet ketinggalan, namun sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BCA,positif
"Biaya admin bank mandiri cukup terjangkau, sesuai dengan layanannya. Bank Mandiri emang the best!",Bank Mandiri,positif
Tadi pernah ada kasus double charge di kartu kredit Bank BNI parah. Kecewa sama Bank BNI.,Bank BNI,negatif
"Sebagai yang buat anak kuliah, onboarding di Bank Mandiri dikasih welcome gift yang menarik. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Dari pengalaman, Bank BRI overall bagus, complaint handling di Bank BRI profesional dan follow up terus dan bisa beli emas digital langsung dari aplikasi Bank BRI, tapi ATM Bank BRI sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BRI,campuran
"Minta saran dong, antara Bank BRI dan Bank Mandiri mana yang lebih worth it?",Bank BRI,netral
"Cs bank bca sangat responsif dan membantu, masalah langsung kelar, akan tetapi kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BCA,positif
"Sebagai yang buat anak kuliah, SBN dan obligasi di Bank BRI pilihan investasinya beragam. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Honestly, reksadana di Bank BRI performanya konsisten bagus, beda cerita kalau Livin by Mandiri sering tiba-tiba logout sendiri, harus login ulang terus banget.",Bank Mandiri,negatif
"Update: akhirnya pindah ke Bank BRI, so far so good",Bank BRI,positif
"Pengalaman pribadiku sih, Bank BCA overall bagus, bisa bayar tagihan listrik dan PDAM di ATM Bank BCA dan widget di home screen untuk myBCA praktis banget, akan tetapi biaya administrasi invest di Bank BCA tinggi, potong return.",Bank BCA,campuran
"Minggu lalu, pas weekend, bisa beli emas digital langsung dari aplikasi Bank BCA. Bank BCA beda tipis sama Bank BNI sih.",Bank BNI,negatif
kemarin dapat sms dari Bank BRI soal promo terbaru bulan ini.,Bank BRI,netral
anak saya baru buka tabungan pelajar di Bank Mandiri.,Bank Mandiri,netral
"Atm bank bni mudah ditemukan di mana-mana, bahkan di kota kecil, sayangnya keamanan area ATM Bank BCA kurang, sering ada orang mencurigakan.",Bank BNI,positif
"Menurutku, Bank Mandiri overall bagus, biaya admin bulanannya worth it dengan semua kemudahan yang didapat dan onboarding di Bank Mandiri dikasih welcome gift yang menarik, sayangnya antrian di ATM Bank Mandiri selalu panjang, terutama weekend.",Bank Mandiri,campuran
"Kalau transfer ke sesama bank bni gratis, jadi sering kupakai, walaupun ATM Bank BRI gak ada fasilitas deposit, harus ke teller.",Bank BRI,negatif
"Sejak pakai, Bank BNI overall bagus, CS Bank BNI sabar banget jelasinnya, gak bikin bingung dan facial recognition di BNI Mobile Banking lebih cepet dari fingerprint, tapi pernah ada kasus double charge di kartu kredit Bank BNI.",Bank BNI,campuran
Reksadana di bank mandiri performanya konsisten bagus. Bank Mandiri emang the best!,Bank Mandiri,positif
"Kalau boleh jujur, Bank BRI overall bagus, buka rekening Bank BRI sekarang bisa full online, gak sampai 10 menit jadi dan promo cashback Bank BRI sering banget, lumayan buat tambahan, cuma ruang ATM Bank BRI sering kotor dan kurang terawat.",Bank BRI,campuran
"Akhir-akhir ini, jam makan siang, Bank BNI banyak kerjasama dengan merchant, jadi banyak diskon F&B. Bank BNI lebih worth it dibanding Bank BCA sih.",Bank BNI,positif
"Tadi, saat transfer ke orang tua, weekend sale Bank Mandiri selalu ada promo hotel dan travel. Bank Mandiri unggul dibanding Bank BRI sih.",Bank BRI,negatif
"Kalau menurut saya, waktu lagi busy, update Livin by Mandiri bukannya makin bagus malah makin banyak bug gila. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
"Sejak kemarin, pas lagi butuh dana darurat, reksadana di Bank BRI performanya konsisten bagus. Bank BRI lebih worth it dibanding Bank BNI sih.",Bank BNI,negatif
"Menurutku, Bank BCA overall bagus, biaya admin Bank BCA cukup terjangkau, sesuai dengan layanannya dan cicilan 0% dari Bank BCA ngebantu banget buat beli barang elektronik, padahal sistem Bank BCA pernah down berhari-hari, gak bisa akses dana.",Bank BCA,campuran
"Atm bank bri bisa deposit cek, praktis untuk yang bisnis, meski charge untuk layanan priority banking Bank BNI gak worth it.",Bank BRI,positif
Notifikasi real-time di bni mobile banking selalu akurat dan tepat waktu. Recommend luar biasa buat yang mau coba Bank BNI!,Bank BNI,positif
"Promo cashback bank bri sering banget, lumayan buat tambahan, tapi fasilitas di kantor cabang Bank BNI kurang nyaman untuk tunggu.",Bank BRI,positif
"Sejak kemarin, saat transfer ke orang tua, Bank BNI banyak kerjasama dengan merchant, jadi banyak diskon F&B. Bank BNI beda tipis sama Bank BRI sih.",Bank BRI,negatif
"Sebagai yang first time banking, ATM Bank Mandiri ada fitur tarik tunai tanpa kartu, canggih!. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Terus terang, ketika lagi traveling, update Livin by Mandiri bukannya makin bagus malah makin banyak bug parah. Mending pindah ke Bank BRI aja kayaknya.",Bank BRI,positif
"Minggu lalu, saat gajian, reksadana di Bank BNI performanya konsisten bagus. Bank BNI jauh lebih baik dari Bank BCA sih.",Bank BCA,negatif
"Sering dapat promo menarik dari kartu kredit bank mandiri, diskonnya lumayan. Gaskeun deh ke Bank Mandiri!",Bank Mandiri,positif
"Fitur cardless di bni mobile banking ngebantu banget pas dompet ketinggalan, padahal WiFi gratis di Bank BCA lemot dan sering putus.",Bank BCA,negatif
"Sejak kemarin, waktu lagi busy, jaringan ATM Bank BRI sangat luas, jadi gampang tarik tunai. Bank BRI lebih bagus daripada Bank BCA sih.",Bank BCA,negatif
baru saja memindahkan rekening gaji saya ke Bank BRI tadi.,Bank BRI,netral
"Atm bank mandiri mudah ditemukan di mana-mana, bahkan di kota kecil, beda cerita kalau susah banget nyari ATM Bank BNI di daerah saya, harus pergi jauh.",Bank BNI,negatif
"Sebagai yang untuk usaha kecil, petugas di kantor cabang Bank BCA ramah-ramah dan informatif. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
Tadi fasilitas di kantor cabang Bank BNI kurang nyaman untuk tunggu banget. Kecewa sama Bank BNI.,Bank BNI,negatif
"Promo cashback bank bri sering banget, lumayan buat tambahan, sayangnya CS Bank BNI sering putus sambungan di tengah pembicaraan.",Bank BNI,negatif
"Sejauh ini, Bank BCA overall bagus, SBN dan obligasi di Bank BCA pilihan investasinya beragam dan inovasi fintech Bank BCA selalu di depan dibanding kompetitor, meski AC di kantor cabang Bank BCA kurang dingin, gerah nunggu.",Bank BCA,campuran
"Kalau boleh jujur, waktu lagi busy, sistem Bank BNI pernah down berhari-hari, gak bisa akses dana parah. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
"Sebagai yang pensiun dari bank lama, petugas di kantor cabang Bank BCA ramah-ramah dan informatif. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Sejak pakai, Bank BRI overall bagus, cicilan 0% dari Bank BRI ngebantu banget buat beli barang elektronik dan biaya admin bulanannya worth it dengan semua kemudahan yang didapat, tapi ruang ATM Bank BRI sering kotor dan kurang terawat.",Bank BRI,campuran
"Pengalaman pribadiku sih, API Bank BRI untuk developer sangat well-documented, sayangnya nomor antrian di Bank Mandiri sering error atau loncat-loncat parah.",Bank BRI,positif
"Terus terang, Bank Mandiri overall bagus, onboarding di Bank Mandiri dikasih welcome gift yang menarik dan bisa bayar tagihan listrik dan PDAM di ATM Bank Mandiri, cuma fasilitas di kantor cabang Bank Mandiri kurang nyaman untuk tunggu.",Bank Mandiri,campuran
"Sebagai yang pensiun dari bank lama, kartu debit Bank BNI langsung aktif setelah rekening jadi. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Kalau boleh jujur, ketika lagi traveling, petugas security Bank BCA kadang kurang ramah ke nasabah gila. Mending pindah ke Bank BRI aja kayaknya.",Bank BRI,positif
"Terus terang, Bank BRI overall bagus, ATM Bank BRI ada fitur tarik tunai tanpa kartu, canggih! dan CS Bank BRI sangat responsif dan membantu, masalah langsung kelar, tapi susah banget mau transfer pakai BRImo, muter-muter terus menunya.",Bank BRI,campuran
"Sebagai yang ganti dari bank konvensional, integrasi dengan berbagai platform digital di Bank BRI seamless. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Menurutku, Bank BRI overall bagus, birthday promo dari Bank BRI selalu menggiurkan setiap tahun dan proses verifikasi buka rekening Bank BRI via video call cepat dan mudah, tapi ATM Bank BRI gak ada fasilitas deposit, harus ke teller.",Bank BRI,campuran
"Atm bank bni bisa deposit cek, praktis untuk yang bisnis, akan tetapi WiFi gratis di Bank Mandiri lemot dan sering putus.",Bank Mandiri,negatif
"Akhir-akhir ini, pas lagi butuh dana darurat, kolaborasi Bank BRI dengan e-commerce sering ada flash sale. Bank BRI beda tipis sama Bank Mandiri sih.",Bank BRI,positif
"Bulan ini, ketika lagi traveling, QRIS di myBCA responsif dan gak pernah gagal, sat set bayarnya. Bank BCA masih unggul dibanding Bank Mandiri sih.",Bank Mandiri,negatif
"Menurutku, Bank BCA overall bagus, pemegang kartu debit Bank BCA sering dapat cashback di supermarket dan inovasi fintech Bank BCA selalu di depan dibanding kompetitor, meski antrian di ATM Bank BCA selalu panjang, terutama weekend.",Bank BCA,campuran
Ada yang pernah pakai Bank BCA dan Bank Mandiri? Share pengalaman dong,Bank Mandiri,netral
"Akhir-akhir ini, ketika lagi traveling, tampilan BRImo modern dan user-friendly, enak dilihat. Bank BRI lebih worth it dibanding Bank Mandiri sih.",Bank BRI,positif
"Sebagai yang first time banking, kolaborasi Bank BNI dengan e-commerce sering ada flash sale. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Kalau dari segi mobile_banking, keamanan myBCA berlapis-lapis, bikin tenang. Tapi kalau promo, cicilan 0% dari Bank BRI ngebantu banget buat beli barang elektronik. Susah milihnya.",Bank BCA,positif
"Akhir-akhir ini jam operasional cabang Bank BCA terbatas, sulit pas hari kerja luar biasa. Kecewa sama Bank BCA.",Bank BCA,negatif
"Kalau dari segi teknologi, sistem keamanan Bank BNI menggunakan enkripsi tingkat militer. Tapi kalau cs, CS Bank BCA via WhatsApp responsif 24/7, sangat membantu. Susah milihnya.",Bank BNI,positif
Kolaborasi bank bca dengan e-commerce sering ada flash sale. Gaskeun deh ke Bank BCA!,Bank BCA,positif
"Kalau boleh jujur, ATM Bank Mandiri mudah ditemukan di mana-mana, bahkan di kota kecil, sayangnya loading time BNI Mobile Banking makin lama setelah update terakhir super.",Bank Mandiri,positif
"Pengalaman pribadiku sih, Bank BCA overall bagus, selain tarik tunai, fitur setor tunai di ATM Bank BCA sangat membantu dan inovasi fintech Bank BCA selalu di depan dibanding kompetitor, meski parkir di gedung Bank BCA mahal dan terbatas.",Bank BCA,campuran
"Menurutku, Bank BCA overall bagus, program poin reward Bank BCA bisa ditukar berbagai hadiah menarik dan CS Bank BCA sabar banget jelasinnya, gak bikin bingung, tapi font di myBCA terlalu kecil, susah dibaca orang tua.",Bank BCA,campuran
"baru saja memindahkan rekening gaji saya ke Bank Mandiri, sambil tanya-tanya produk.",Bank Mandiri,netral
"Sejauh ini, saat transfer ke orang tua, notifikasi Livin by Mandiri spam banget, banyak yang gak penting banget. Mending pindah ke Bank BRI aja kayaknya.",Bank Mandiri,negatif
"Kesel sangat sama Bank Mandiri, belakangan proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama.",Bank Mandiri,negatif
"Honestly, Bank BRI overall bagus, satpam di Bank BRI sigap membantu nasabah yang kebingungan dan integrasi dengan berbagai platform digital di Bank BRI seamless, sayangnya fasilitas di kantor cabang Bank BRI kurang nyaman untuk tunggu.",Bank BRI,campuran
"Sejak kemarin, waktu lagi busy, jaringan ATM Bank BRI sangat luas, jadi gampang tarik tunai. Bank BRI lebih bagus daripada Bank BCA sih.",Bank BRI,positif
"Sejak pakai, saat transfer ke orang tua, keamanan area ATM Bank BRI kurang, sering ada orang mencurigakan ekstrem. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
"Sejauh ini, layar ATM Bank BCA jernih dan touchscreen-nya sensitif, meski sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot total.",Bank BNI,negatif
"Jujur, saat gajian, font di BRImo terlalu kecil, susah dibaca orang tua gila. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
Pengalaman saya dengan customer service bank bca selalu baik dan solutif. Recommend ekstrem buat yang mau coba Bank BCA!,Bank BCA,positif
"Akhir-akhir ini, pas system maintenance, robo advisor Bank BRI membantu pilih portofolio yang tepat. Bank BRI unggul dibanding Bank BNI sih.",Bank BRI,positif
"Kemarin, tengah malam, biaya admin bulanannya worth it dengan semua kemudahan yang didapat. Bank BNI beda tipis sama Bank BCA sih.",Bank BCA,negatif
"Gak ada setoran awal minimum yang besar untuk buka tabungan di bank mandiri, akan tetapi banyak biaya tersembunyi kalau pakai Bank BNI, tiba-tiba saldo kepotong.",Bank Mandiri,positif
"Jujur, pas weekend, kasus fraud yang lambat ditangani tim Bank BNI parah. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
Kemarin kasus fraud yang lambat ditangani tim Bank BCA sangat. Kecewa sama Bank BCA.,Bank BCA,negatif
"Atm bank bri bisa deposit cek, praktis untuk yang bisnis, cuma petugas Bank Mandiri kurang update soal produk terbaru.",Bank BRI,positif
"Kesel banget sama Bank BCA, dari tadi pagi parkir di gedung Bank BCA mahal dan terbatas.",Bank BCA,negatif
"saya adalah nasabah Bank BRI sudah 5 tahun, sambil ngurus dokumen.",Bank BRI,netral
"Dari pengalaman, Bank Mandiri overall bagus, program poin reward Bank Mandiri bisa ditukar berbagai hadiah menarik dan walaupun antre, pelayanan di teller Bank Mandiri efisien dan cepat, padahal biaya admin bulanan Bank Mandiri lumayan mahal ya, apalagi kalau jarang dipakai.",Bank Mandiri,campuran
"Sejak pakai, Bank BRI overall bagus, birthday promo dari Bank BRI selalu menggiurkan setiap tahun dan SBN dan obligasi di Bank BRI pilihan investasinya beragam, tapi night mode BRImo malah bikin mata pusing, kontras kurang.",Bank BRI,campuran
"Sebagai yang first time banking, complaint handling di Bank BRI profesional dan follow up terus. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Sejauh ini, pas system maintenance, keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising total. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BRI,negatif
"Kalau menurut saya, onboarding di Bank Mandiri dikasih welcome gift yang menarik, tapi susah banget nyari ATM Bank BRI di daerah saya, harus pergi jauh parah.",Bank BRI,negatif
"Sebagai yang pensiun dari bank lama, integrasi dengan berbagai platform digital di Bank Mandiri seamless. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
Pemegang kartu debit bank bca sering dapat cashback di supermarket. Bank BCA emang the best!,Bank BCA,positif
"Dari pengalaman, ketika lagi traveling, notifikasi BNI Mobile Banking spam banget, banyak yang gak penting super. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Kalau boleh jujur, Bank BNI overall bagus, onboarding di Bank BNI dikasih welcome gift yang menarik dan inovasi fintech Bank BNI selalu di depan dibanding kompetitor, walaupun biaya tarik tunai di ATM bank lain dari Bank BNI selangit.",Bank BNI,campuran
"Sebagai yang sebagai freelancer, fitur split bill di Livin by Mandiri memudahkan patungan sama teman. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Menurutku, antrian di ATM Bank BNI biasanya cepat karena mesinnya responsif, akan tetapi banyak biaya tersembunyi kalau pakai Bank BRI, tiba-tiba saldo kepotong gila.",Bank BRI,negatif
"Menurutku, jam makan siang, petugas security Bank BNI kadang kurang ramah ke nasabah banget. Mending pindah ke Bank Mandiri aja kayaknya.",Bank Mandiri,positif
"Honestly, Bank BRI overall bagus, pemegang kartu debit Bank BRI sering dapat cashback di supermarket dan biaya transfer online Bank BRI lebih murah dari yang offline, tapi keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising.",Bank BRI,campuran
"Sebagai yang untuk usaha kecil, ATM Bank BCA ada fitur tarik tunai tanpa kartu, canggih!. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Kalau boleh jujur, pas tanggal tua, notifikasi transaksi dari myBCA sering telat masuk, jadi was-was bener-bener. Mending pindah ke Bank BRI aja kayaknya.",Bank BCA,negatif
"Pengalaman pribadiku sih, Bank BRI overall bagus, teknologi AI di Bank BRI membantu deteksi fraud dengan akurat dan birthday promo dari Bank BRI selalu menggiurkan setiap tahun, akan tetapi CS di social media Bank BRI balasnya lama dan sering template jawabannya.",Bank BRI,campuran
Bulan ini biaya kartu kredit Bank BCA annual fee-nya tinggi total. Kecewa sama Bank BCA.,Bank BCA,negatif
"Sebagai yang ganti dari bank konvensional, reksadana di Bank BRI performanya konsisten bagus. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Sejauh ini, Bank BNI overall bagus, priority banking Bank BNI layanannya premium banget dan onboarding di Bank BNI dikasih welcome gift yang menarik, padahal kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BNI,campuran
"Pengalaman pribadiku sih, Bank BRI overall bagus, sering dapat promo menarik dari kartu kredit Bank BRI, diskonnya lumayan dan API Bank BRI untuk developer sangat well-documented, tapi UI/UX dari BRImo agak membingungkan untuk orang tua, terlalu rumit.",Bank BRI,campuran
"Sebagai yang buat anak kuliah, proses verifikasi buka rekening Bank BNI via video call cepat dan mudah. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
Fitur split bill di livin by mandiri memudahkan patungan sama teman. Bank Mandiri emang the best!,Bank Mandiri,positif
"Sebagai yang sebagai freelancer, onboarding di Bank BRI dikasih welcome gift yang menarik. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Kalau boleh jujur, pemegang kartu debit Bank BNI sering dapat cashback di supermarket, namun keamanan area ATM Bank BRI kurang, sering ada orang mencurigakan parah.",Bank BNI,positif
"Jujur, pengalaman saya dengan customer service Bank BCA selalu baik dan solutif, meski update BNI Mobile Banking bukannya makin bagus malah makin banyak bug gila.",Bank BNI,negatif
kemarin dapat sms dari Bank BCA soal promo terbaru.,Bank BCA,netral
"Kemarin, jam makan siang, dark mode di BNI Mobile Banking bikin mata gak capek pas malem. Bank BNI lebih bagus daripada Bank BCA sih.",Bank BCA,negatif
"Kalau dari segi biaya, tabungan Bank Mandiri gak ada minimum saldo yang memberatkan. Tapi kalau biaya, biaya admin Bank BCA cukup terjangkau, sesuai dengan layanannya. Susah milihnya.",Bank Mandiri,positif
Api bank bni untuk developer sangat well-documented. Worth it banget pilih Bank BNI!,Bank BNI,positif
"Sebagai yang ganti dari bank konvensional, antrian di ATM Bank BRI biasanya cepat karena mesinnya responsif. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Sebagai yang first time banking, ATM Bank Mandiri jarang kosong uangnya, selalu terisi. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Sebagai yang ganti dari bank konvensional, program poin reward Bank BRI bisa ditukar berbagai hadiah menarik. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Sebagai yang sebagai freelancer, kalau transfer ke sesama Bank BNI gratis, jadi sering kupakai. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Sejauh ini, teknologi AI di Bank BRI membantu deteksi fraud dengan akurat, tapi keamanan data di Bank BCA perlu ditingkatkan lagi, masih was-was soal phising parah.",Bank BCA,negatif
Kemarin proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama sangat. Kecewa sama Bank Mandiri.,Bank Mandiri,negatif
"Menurutku, bisa atur budget dan tracking pengeluaran di BRImo, sangat membantu, tapi susah banget nyari ATM Bank Mandiri di daerah saya, harus pergi jauh parah.",Bank Mandiri,negatif
"Sejauh ini, SBN dan obligasi di Bank BCA pilihan investasinya beragam, akan tetapi loading time BNI Mobile Banking makin lama setelah update terakhir bener-bener.",Bank BNI,negatif
"Pengalaman pribadiku sih, waktu lagi busy, receipt ATM Bank BCA sering habis kertas atau blur printnya luar biasa. Mending pindah ke Bank BRI aja kayaknya.",Bank BCA,negatif
"Layar atm bank bni jernih dan touchscreen-nya sensitif, padahal data breach di Bank BCA beberapa waktu lalu bikin khawatir.",Bank BNI,positif
Bank BCA buka cabang baru di deket rumah saya.,Bank BCA,netral
"Inovasi fintech bank bca selalu di depan dibanding kompetitor, padahal receipt ATM Bank BNI sering habis kertas atau blur printnya.",Bank BCA,positif
