teks,target_bank,sentimen
mau tanya-tanya produk investasi Bank Mandiri ke CS nya.,Bank Mandiri,netral
"Update: akhirnya pindah ke Bank BRI, so far so good",Bank BRI,positif
"Guys, Bank BNI atau Bank Mandiri ya buat kredit rumah? Lagi galau nih",Bank BNI,netral
"Honestly, pas weekend, biaya tarik tunai di ATM bank lain dari Bank BCA selangit banget. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BCA,negatif
lagi bandingkan suku bunga deposito antara Bank BNI dan Bank Mandiri minggu lalu.,Bank BNI,netral
"Kalau boleh jujur, Bank Mandiri overall bagus, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank Mandiri dan live chat di website Bank Mandiri selalu ada yang standby, cuma receipt ATM Bank Mandiri sering habis kertas atau blur printnya.",Bank Mandiri,campuran
"Honestly, ketika lagi traveling, CS Bank BCA kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan total. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BCA,negatif
"Pengalaman pribadiku sih, Bank BNI overall bagus, program poin reward Bank BNI bisa ditukar berbagai hadiah menarik dan biaya admin Bank BNI cukup terjangkau, sesuai dengan layanannya, meski susah banget nyari ATM Bank BNI di daerah saya, harus pergi jauh.",Bank BNI,campuran
Kemarin email complaint ke Bank BRI gak pernah dibalas dengan tuntas gila. Kecewa sama Bank BRI.,Bank BRI,negatif
"Sebagai yang sebagai freelancer, fitur di myBCA lengkap banget, semua bisa dari hp, gak perlu ke cabang. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Jujur, pas tanggal tua, CS Bank BNI jam operasionalnya terbatas, gak 24 jam sangat. Mending pindah ke Bank BRI aja kayaknya.",Bank BRI,positif
"Sebagai yang first time banking, biaya transfer online Bank Mandiri lebih murah dari yang offline. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Lagi compare Bank BRI vs Bank Mandiri, ada masukan?",Bank Mandiri,netral
"Bulan ini, pas system maintenance, antrian di ATM Bank BCA biasanya cepat karena mesinnya responsif. Bank BCA masih kalah sama Bank Mandiri sih.",Bank Mandiri,negatif
"Pengalaman pribadiku sih, Bank BNI overall bagus, priority banking Bank BNI layanannya premium banget dan robo advisor Bank BNI membantu pilih portofolio yang tepat, akan tetapi penalty kalau saldo minimum gak terpenuhi di Bank BNI gede banget.",Bank BNI,campuran
"Sebagai yang buat anak kuliah, QRIS di BRImo responsif dan gak pernah gagal, sat set bayarnya. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Kalau boleh jujur, Bank BRI overall bagus, kartu debit Bank BRI langsung aktif setelah rekening jadi dan pengalaman saya dengan customer service Bank BRI selalu baik dan solutif, cuma susah banget nyari ATM Bank BRI di daerah saya, harus pergi jauh.",Bank BRI,campuran
"Baru seminggu di Bank Mandiri, masih adaptasi tapi promising",Bank Mandiri,positif
"Cs bank mandiri sabar banget jelasinnya, gak bikin bingung. Recommend parah buat yang mau coba Bank Mandiri!",Bank Mandiri,positif
"Dari pengalaman, Bank BNI overall bagus, ATM Bank BNI ada fitur tarik tunai tanpa kartu, canggih! dan buka rekening Bank BNI sekarang bisa full online, gak sampai 10 menit jadi, padahal AC di kantor cabang Bank BNI kurang dingin, gerah nunggu.",Bank BNI,campuran
"Kesel gila sama Bank BRI, bulan ini petugas security Bank BRI kadang kurang ramah ke nasabah.",Bank BRI,negatif
"Sejak pakai, pas tanggal tua, ruang ATM Bank BRI sering kotor dan kurang terawat total. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Update: akhirnya pindah ke Bank BRI, so far so good",Bank BRI,positif
"Sebagai yang buat anak kuliah, inovasi fintech Bank BNI selalu di depan dibanding kompetitor. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Kemarin, jam makan siang, robo advisor Bank BCA membantu pilih portofolio yang tepat. Bank BCA gak sebagus Bank Mandiri sih.",Bank BCA,positif
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank mandiri. Worth it banget pilih Bank Mandiri!,Bank Mandiri,positif
"lagi proses pengajuan kredit di Bank Mandiri, sambil ngurus dokumen.",Bank Mandiri,netral
"Kalau dari segi promo, sering dapat promo menarik dari kartu kredit Bank BRI, diskonnya lumayan. Tapi kalau teknologi, integrasi dengan berbagai platform digital di Bank BNI seamless. Susah milihnya.",Bank BNI,positif
"Kalau dari segi pembukaan_rekening, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BRI. Tapi kalau investasi, reksadana di Bank BNI performanya konsisten bagus. Susah milihnya.",Bank BRI,positif
"Jujur, Bank BNI overall bagus, teknologi AI di Bank BNI membantu deteksi fraud dengan akurat dan priority banking Bank BNI layanannya premium banget, meski sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak.",Bank BNI,campuran
"Lagi compare Bank BRI vs Bank BCA, ada masukan?",Bank BRI,netral
lagi proses pengajuan kredit di Bank BCA.,Bank BCA,netral
"Jujur, Bank BCA banyak kerjasama dengan merchant, jadi banyak diskon F&B, namun kasus fraud yang lambat ditangani tim Bank BRI ekstrem.",Bank BCA,positif
"Kesel bener-bener sama Bank BCA, sejak kemarin keamanan area ATM Bank BCA kurang, sering ada orang mencurigakan.",Bank BCA,negatif
"Kalau dari segi promo, program poin reward Bank Mandiri bisa ditukar berbagai hadiah menarik. Tapi kalau teknologi, API Bank BRI untuk developer sangat well-documented. Susah milihnya.",Bank Mandiri,positif
"Sejak kemarin, pas system maintenance, kolaborasi Bank BNI dengan e-commerce sering ada flash sale. Bank BNI beda tipis sama Bank BRI sih.",Bank BRI,negatif
"Sejak kemarin, waktu lagi busy, pemegang kartu debit Bank Mandiri sering dapat cashback di supermarket. Bank Mandiri unggul dibanding Bank BCA sih.",Bank Mandiri,positif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, kalau transfer ke sesama Bank Mandiri gratis, jadi sering kupakai dan login di Livin by Mandiri sekarang cepat pakai biometrik, praktis!, walaupun petugas Bank Mandiri kurang update soal produk terbaru.",Bank Mandiri,campuran
"Baru seminggu di Bank BRI, masih adaptasi tapi promising",Bank BRI,positif
"Sebagai yang first time banking, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Pengalaman pribadiku sih, Bank BCA overall bagus, kolaborasi Bank BCA dengan e-commerce sering ada flash sale dan ATM Bank BCA ada fitur tarik tunai tanpa kartu, canggih!, akan tetapi penalty kalau saldo minimum gak terpenuhi di Bank BCA gede banget.",Bank BCA,campuran
Robo advisor bank mandiri membantu pilih portofolio yang tepat. Worth it banget pilih Bank Mandiri!,Bank Mandiri,positif
"Guys, Bank BNI atau Bank BCA ya buat kredit rumah? Lagi galau nih",Bank BCA,netral
sedang mempertimbangkan antara Bank Mandiri dan Bank BRI untuk KPR.,Bank Mandiri,netral
"Update: akhirnya pindah ke Bank BNI, so far so good",Bank BNI,positif
"Menurutku, Bank BCA overall bagus, CS Bank BCA via WhatsApp responsif 24/7, sangat membantu dan bisa beli emas digital langsung dari aplikasi Bank BCA, akan tetapi nomor antrian di Bank BCA sering error atau loncat-loncat.",Bank BCA,campuran
Ada yang pernah pakai Bank BNI dan Bank BRI? Share pengalaman dong,Bank BNI,netral
"Dari pengalaman, Bank BNI overall bagus, reksadana di Bank BNI performanya konsisten bagus dan pengalaman saya dengan customer service Bank BNI selalu baik dan solutif, padahal gak bisa customize dashboard di BNI Mobile Banking, layout-nya kaku.",Bank BNI,campuran
"Sebagai yang first time banking, jaringan ATM Bank BNI sangat luas, jadi gampang tarik tunai. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Kalau dari segi pembukaan_rekening, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah. Tapi kalau promo, kolaborasi Bank BCA dengan e-commerce sering ada flash sale. Susah milihnya.",Bank Mandiri,positif
"Layar atm bank bri jernih dan touchscreen-nya sensitif, beda cerita kalau fasilitas di kantor cabang Bank Mandiri kurang nyaman untuk tunggu.",Bank Mandiri,negatif
"Tadi BRImo crash kalau hp storage penuh, gak ada warning banget. Kecewa sama Bank BRI.",Bank BRI,negatif
"Minta saran dong, antara Bank BCA dan Bank BRI mana yang lebih worth it?",Bank BRI,netral
"Terus terang, pas system maintenance, ATM Bank BRI gak ada fasilitas deposit, harus ke teller parah. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
"Guys, Bank Mandiri atau Bank BNI ya buat kredit rumah? Lagi galau nih",Bank BNI,netral
"Terus terang, satpam di Bank Mandiri sigap membantu nasabah yang kebingungan, di sisi lain biaya kartu kredit Bank BCA annual fee-nya tinggi ekstrem.",Bank Mandiri,positif
"Terus terang, Bank BCA overall bagus, biaya transfer online Bank BCA lebih murah dari yang offline dan inovasi fintech Bank BCA selalu di depan dibanding kompetitor, sayangnya data breach di Bank BCA beberapa waktu lalu bikin khawatir.",Bank BCA,campuran
Program poin reward bank bni bisa ditukar berbagai hadiah menarik. Bank BNI emang the best!,Bank BNI,positif
"Lagi compare Bank BRI vs Bank BCA, ada masukan?",Bank BCA,netral
"saya punya rekening di Bank BCA dan juga di Bank BRI, sambil ngecek saldo.",Bank BCA,netral
"Terus terang, waktu mau bayar tagihan, ruang ATM Bank BNI sering kotor dan kurang terawat sangat. Mending pindah ke Bank BRI aja kayaknya.",Bank BNI,negatif
"Kemarin follow up dari CS Bank BNI lemah, janji gak ditepati sangat. Kecewa sama Bank BNI.",Bank BNI,negatif
"Honestly, ketika lagi traveling, ATM Bank BRI sering offline atau rusak, pas butuh malah gak bisa dipakai super. Mending pindah ke Bank BCA aja kayaknya.",Bank BRI,negatif
"Pengalaman pribadiku sih, fitur di BRImo lengkap banget, semua bisa dari hp, gak perlu ke cabang, meski Livin by Mandiri lemot banget kalau dipakai pas jam sibuk, loadingnya lama sangat.",Bank BRI,positif
"Jujur, notifikasi real-time di Livin by Mandiri selalu akurat dan tepat waktu, tapi biaya admin bulanan Bank BRI lumayan mahal ya, apalagi kalau jarang dipakai super.",Bank Mandiri,positif
Kartu debit bank bca langsung aktif setelah rekening jadi. Recommend ekstrem buat yang mau coba Bank BCA!,Bank BCA,positif
"Jujur, tengah malam, ATM Bank BNI sering offline atau rusak, pas butuh malah gak bisa dipakai sangat. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Sebagai yang untuk usaha kecil, petugas di kantor cabang Bank BNI ramah-ramah dan informatif. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Sebagai yang sebagai freelancer, cicilan 0% dari Bank BRI ngebantu banget buat beli barang elektronik. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Honestly, gak ada biaya top up ke e-wallet dari Bank BCA, hemat!, sayangnya font di Livin by Mandiri terlalu kecil, susah dibaca orang tua sangat.",Bank BCA,positif
"Kalau dari segi investasi, SBN dan obligasi di Bank Mandiri pilihan investasinya beragam. Tapi kalau atm, ATM Bank BNI bisa deposit cek, praktis untuk yang bisnis. Susah milihnya.",Bank Mandiri,positif
"Jujur, pas tanggal tua, BRImo sering tiba-tiba logout sendiri, harus login ulang terus gila. Mending pindah ke Bank Mandiri aja kayaknya.",Bank Mandiri,positif
"Terus terang, Bank BRI overall bagus, sistem keamanan Bank BRI menggunakan enkripsi tingkat militer dan complaint handling di Bank BRI profesional dan follow up terus, namun kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BRI,campuran
"Honestly, waktu lagi busy, pernah ada kasus double charge di kartu kredit Bank Mandiri super. Mending pindah ke Bank BRI aja kayaknya.",Bank Mandiri,negatif
"Sejak pakai, Bank Mandiri overall bagus, kartu debit Bank Mandiri langsung aktif setelah rekening jadi dan teknologi AI di Bank Mandiri membantu deteksi fraud dengan akurat, namun biaya tarik tunai di ATM bank lain dari Bank Mandiri selangit.",Bank Mandiri,campuran
"Dari pengalaman, Bank BRI overall bagus, antrian di ATM Bank BRI biasanya cepat karena mesinnya responsif dan CS Bank BRI sabar banget jelasinnya, gak bikin bingung, meski biaya admin bulanan Bank BRI lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BRI,campuran
baru saja memindahkan rekening gaji saya ke Bank BCA dari tadi pagi.,Bank BCA,netral
Ada yang pernah pakai Bank Mandiri dan Bank BNI? Share pengalaman dong,Bank BNI,netral
"Menurutku, Bank BRI overall bagus, birthday promo dari Bank BRI selalu menggiurkan setiap tahun dan sistem keamanan Bank BRI menggunakan enkripsi tingkat militer, padahal CS Bank BRI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BRI,campuran
"Terus terang, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank Mandiri, cuma biaya kartu kredit Bank BNI annual fee-nya tinggi super.",Bank BNI,negatif
"Robo advisor bank mandiri membantu pilih portofolio yang tepat, tapi susah banget mau transfer pakai BNI Mobile Banking, muter-muter terus menunya.",Bank BNI,negatif
"Honestly, Bank BRI overall bagus, fitur di BRImo lengkap banget, semua bisa dari hp, gak perlu ke cabang dan program poin reward Bank BRI bisa ditukar berbagai hadiah menarik, di sisi lain kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BRI,campuran
"Tadi myBCA lemot banget kalau dipakai pas jam sibuk, loadingnya lama parah. Kecewa sama Bank BCA.",Bank BCA,negatif
"Sejauh ini, pas tanggal tua, antrian di kantor cabang Bank BRI panjangnya bukan main, bisa habis setengah hari parah. Mending pindah ke Bank Mandiri aja kayaknya.",Bank Mandiri,positif
"Guys, Bank BNI atau Bank Mandiri ya buat kredit rumah? Lagi galau nih",Bank BNI,netral
"Sejak pakai, pas lagi butuh dana darurat, petugas Bank BRI kurang update soal produk terbaru banget. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
"Atm bank bca jarang kosong uangnya, selalu terisi. Worth it banget pilih Bank BCA!",Bank BCA,positif
"Sejak pakai, Bank BRI overall bagus, onboarding di Bank BRI dikasih welcome gift yang menarik dan jaringan ATM Bank BRI sangat luas, jadi gampang tarik tunai, di sisi lain kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BRI,campuran
"Jujur, Bank BNI overall bagus, API Bank BNI untuk developer sangat well-documented dan Bank BNI banyak kerjasama dengan merchant, jadi banyak diskon F&B, meski susah banget mau transfer pakai BNI Mobile Banking, muter-muter terus menunya.",Bank BNI,campuran
"Kesel total sama Bank BNI, belakangan telepon CS Bank BNI antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank BNI,negatif
"Menurutku, ketika lagi traveling, kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi ekstrem. Mending pindah ke Bank BNI aja kayaknya.",Bank Mandiri,negatif
"Sejak pakai, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah, walaupun ATM Bank BRI gak ada fasilitas deposit, harus ke teller luar biasa.",Bank BRI,negatif
"Jujur, pas weekend, petugas security Bank BCA kadang kurang ramah ke nasabah banget. Mending pindah ke Bank BNI aja kayaknya.",Bank BCA,negatif
"1 bulan pakai Bank Mandiri, impressi pertama positif",Bank Mandiri,positif
Ada yang pernah pakai Bank BNI dan Bank BCA? Share pengalaman dong,Bank BCA,netral
"Sebagai yang pensiun dari bank lama, selain tarik tunai, fitur setor tunai di ATM Bank BNI sangat membantu. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Honestly, pas tanggal tua, fasilitas di kantor cabang Bank BRI kurang nyaman untuk tunggu total. Mending pindah ke Bank BCA aja kayaknya.",Bank BRI,negatif
"Kesel bener-bener sama Bank BNI, akhir-akhir ini AC di kantor cabang Bank BNI kurang dingin, gerah nunggu.",Bank BNI,negatif
"Sebagai yang ganti dari bank konvensional, gak ada biaya top up ke e-wallet dari Bank BCA, hemat!. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Terus terang, Bank BNI overall bagus, SBN dan obligasi di Bank BNI pilihan investasinya beragam dan ATM Bank BNI mudah ditemukan di mana-mana, bahkan di kota kecil, namun sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BNI,campuran
lagi bandingkan suku bunga deposito antara Bank Mandiri dan Bank BNI.,Bank Mandiri,netral
"Baru seminggu di Bank BRI, masih adaptasi tapi promising",Bank BRI,positif
"Jujur, Bank BCA overall bagus, promo cashback Bank BCA sering banget, lumayan buat tambahan dan fitur investasi di Bank BCA mudah dipahami pemula, walaupun fitur face ID di myBCA sering gagal recognize, ribet.",Bank BCA,campuran
"Dari pengalaman, bisa beli emas digital langsung dari aplikasi Bank BRI, akan tetapi gak bisa customize dashboard di Livin by Mandiri, layout-nya kaku bener-bener.",Bank BRI,positif
"Kalau boleh jujur, Bank BCA overall bagus, suka banget karena Bank BCA banyak promo transfer gratis via BI-FAST dan CS Bank BCA via WhatsApp responsif 24/7, sangat membantu, akan tetapi notifikasi transaksi dari myBCA sering telat masuk, jadi was-was.",Bank BCA,campuran
"Sejak kemarin, jam makan siang, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BCA. Bank BCA setara dengan Bank BNI sih.",Bank BCA,positif
"Baru seminggu di Bank BNI, masih adaptasi tapi promising",Bank BNI,positif
"Minta saran dong, antara Bank BCA dan Bank Mandiri mana yang lebih worth it?",Bank BCA,netral
"Akhir-akhir ini follow up dari CS Bank BNI lemah, janji gak ditepati sangat. Kecewa sama Bank BNI.",Bank BNI,negatif
"Kalau dari segi atm, selain tarik tunai, fitur setor tunai di ATM Bank Mandiri sangat membantu. Tapi kalau biaya, promo cashback Bank BRI sering banget, lumayan buat tambahan. Susah milihnya.",Bank BRI,positif
"Terus terang, pas tanggal tua, CS Bank BCA kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan ekstrem. Mending pindah ke Bank BRI aja kayaknya.",Bank BCA,negatif
"Dari tadi pagi, pas lagi butuh dana darurat, reksadana di Bank Mandiri performanya konsisten bagus. Bank Mandiri unggul dibanding Bank BRI sih.",Bank BRI,negatif
"Kalau boleh jujur, weekend sale Bank BCA selalu ada promo hotel dan travel, tapi ATM Bank BRI gak ada fasilitas deposit, harus ke teller sangat.",Bank BCA,positif
"Dari pengalaman, biaya transfer online Bank BRI lebih murah dari yang offline, akan tetapi susah banget mau transfer pakai myBCA, muter-muter terus menunya parah.",Bank BCA,negatif
"Kalau menurut saya, Bank BCA overall bagus, Bank BCA banyak kerjasama dengan merchant, jadi banyak diskon F&B dan ATM Bank BCA ada fitur tarik tunai tanpa kartu, canggih!, tapi fitur face ID di myBCA sering gagal recognize, ribet.",Bank BCA,campuran
"Menurutku, pas system maintenance, susah banget nyari ATM Bank BRI di daerah saya, harus pergi jauh parah. Mending pindah ke Bank Mandiri aja kayaknya.",Bank Mandiri,positif
"Promo cashback bank bni sering banget, lumayan buat tambahan, akan tetapi kasus fraud yang lambat ditangani tim Bank Mandiri.",Bank Mandiri,negatif
mau tanya-tanya produk investasi Bank Mandiri ke CS nya.,Bank Mandiri,netral
Ada yang pernah pakai Bank Mandiri dan Bank BNI? Share pengalaman dong,Bank Mandiri,netral
"Suka banget karena bank bni banyak promo transfer gratis via bi-fast, namun charge untuk layanan priority banking Bank Mandiri gak worth it.",Bank BNI,positif
"Sistem keamanan bank bni menggunakan enkripsi tingkat militer, di sisi lain gak bisa customize dashboard di myBCA, layout-nya kaku.",Bank BCA,negatif
"Dari pengalaman, Bank BRI overall bagus, biaya admin Bank BRI cukup terjangkau, sesuai dengan layanannya dan live chat di website Bank BRI selalu ada yang standby, namun WiFi gratis di Bank BRI lemot dan sering putus.",Bank BRI,campuran
"Bulan ini, saat transfer ke orang tua, biaya admin bulanannya worth it dengan semua kemudahan yang didapat. Bank BCA jauh lebih baik dari Bank BRI sih.",Bank BCA,positif
"Sejak kemarin, pas lagi butuh dana darurat, fitur investasi di Bank BRI mudah dipahami pemula. Bank BRI hampir sama kayak Bank BNI sih.",Bank BNI,negatif
"Dari pengalaman, pas weekend, CS Bank BNI jam operasionalnya terbatas, gak 24 jam sangat. Mending pindah ke Bank BCA aja kayaknya.",Bank BNI,negatif
"Gak ada biaya top up ke e-wallet dari bank mandiri, hemat!, meski ATM Bank BCA sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank Mandiri,positif
"Jujur, Bank BCA overall bagus, bisa beli emas digital langsung dari aplikasi Bank BCA dan teknologi AI di Bank BCA membantu deteksi fraud dengan akurat, cuma sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BCA,campuran
"Belakangan, waktu lagi busy, jaringan ATM Bank BRI sangat luas, jadi gampang tarik tunai. Bank BRI beda tipis sama Bank BCA sih.",Bank BCA,negatif
"Sejauh ini, bisa atur budget dan tracking pengeluaran di Livin by Mandiri, sangat membantu, sayangnya kasus fraud yang lambat ditangani tim Bank BRI gila.",Bank BRI,negatif
"Kesel total sama Bank BCA, sejak kemarin proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",Bank BCA,negatif
"Dari pengalaman, Bank BRI overall bagus, bisa beli emas digital langsung dari aplikasi Bank BRI dan ATM Bank BRI mudah ditemukan di mana-mana, bahkan di kota kecil, tapi banyak biaya tersembunyi kalau pakai Bank BRI, tiba-tiba saldo kepotong.",Bank BRI,campuran
"Pengalaman pribadiku sih, Bank BCA overall bagus, ATM Bank BCA ada fitur tarik tunai tanpa kartu, canggih! dan petugas di kantor cabang Bank BCA ramah-ramah dan informatif, cuma sistem Bank BCA pernah down berhari-hari, gak bisa akses dana.",Bank BCA,campuran
baru saja memindahkan rekening gaji saya ke Bank BCA.,Bank BCA,netral
"Kemarin, waktu mau bayar tagihan, selain tarik tunai, fitur setor tunai di ATM Bank BCA sangat membantu. Bank BCA gak sebagus Bank Mandiri sih.",Bank Mandiri,negatif
"1 bulan pakai Bank BCA, impressi pertama positif",Bank BCA,positif
"Kalau boleh jujur, jam makan siang, penalty kalau saldo minimum gak terpenuhi di Bank BRI gede banget luar biasa. Mending pindah ke Bank BNI aja kayaknya.",Bank BRI,negatif
"Sejauh ini, tabungan Bank BCA gak ada minimum saldo yang memberatkan, meski biaya transfer ke bank lain dari Bank Mandiri mahal, beda jauh sama yang lain bener-bener.",Bank BCA,positif
"Menurutku, pas weekend, fasilitas di kantor cabang Bank BNI kurang nyaman untuk tunggu bener-bener. Mending pindah ke Bank BRI aja kayaknya.",Bank BRI,positif
"Honestly, Bank BRI overall bagus, biaya admin Bank BRI cukup terjangkau, sesuai dengan layanannya dan dark mode di BRImo bikin mata gak capek pas malem, di sisi lain susah banget nyari ATM Bank BRI di daerah saya, harus pergi jauh.",Bank BRI,campuran
Ada yang pernah pakai Bank BCA dan Bank Mandiri? Share pengalaman dong,Bank Mandiri,netral
"Honestly, Bank BCA overall bagus, ATM Bank BCA bisa deposit cek, praktis untuk yang bisnis dan integrasi dengan berbagai platform digital di Bank BCA seamless, beda cerita kalau WiFi gratis di Bank BCA lemot dan sering putus.",Bank BCA,campuran
"Sebagai yang first time banking, SBN dan obligasi di Bank Mandiri pilihan investasinya beragam. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Bisa beli emas digital langsung dari aplikasi bank bri, namun banyak biaya tersembunyi kalau pakai Bank BCA, tiba-tiba saldo kepotong.",Bank BCA,negatif
"Sebagai yang untuk usaha kecil, cicilan 0% dari Bank Mandiri ngebantu banget buat beli barang elektronik. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Dokumen yang dibutuhkan buka rekening bank bca simpel, cuma ktp, meski telepon CS Bank Mandiri antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank Mandiri,negatif
Bank Mandiri buka cabang baru di deket rumah saya.,Bank Mandiri,netral
"Atm bank bca jarang kosong uangnya, selalu terisi. Worth it banget pilih Bank BCA!",Bank BCA,positif
Bank BCA buka cabang baru di deket rumah saya sejak kemarin.,Bank BCA,netral
"Update: akhirnya pindah ke Bank BRI, so far so good",Bank BRI,positif
"Menurutku, Bank BCA overall bagus, pemegang kartu debit Bank BCA sering dapat cashback di supermarket dan jaringan ATM Bank BCA sangat luas, jadi gampang tarik tunai, namun biaya administrasi invest di Bank BCA tinggi, potong return.",Bank BCA,campuran
"Guys, Bank BRI atau Bank Mandiri ya buat kredit rumah? Lagi galau nih",Bank Mandiri,netral
"Minta saran dong, antara Bank BCA dan Bank Mandiri mana yang lebih worth it?",Bank BCA,netral
"Kesel bener-bener sama Bank BNI, minggu lalu data breach di Bank BNI beberapa waktu lalu bikin khawatir.",Bank BNI,negatif
saya adalah nasabah Bank Mandiri sudah 5 tahun dari tadi pagi.,Bank Mandiri,netral
"Sebagai yang untuk usaha kecil, sistem keamanan Bank BRI menggunakan enkripsi tingkat militer. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Kalau dari segi investasi, fitur investasi di Bank BRI mudah dipahami pemula. Tapi kalau teknologi, teknologi AI di Bank Mandiri membantu deteksi fraud dengan akurat. Susah milihnya.",Bank BRI,positif
"Dari tadi pagi, pas system maintenance, selain tarik tunai, fitur setor tunai di ATM Bank Mandiri sangat membantu. Bank Mandiri beda tipis sama Bank BRI sih.",Bank BRI,negatif
"Kalau menurut saya, Bank BNI overall bagus, API Bank BNI untuk developer sangat well-documented dan petugas di kantor cabang Bank BNI ramah-ramah dan informatif, akan tetapi nomor antrian di Bank BNI sering error atau loncat-loncat.",Bank BNI,campuran
"Minta saran dong, antara Bank BNI dan Bank BCA mana yang lebih worth it?",Bank BCA,netral
"Kalau boleh jujur, reksadana di Bank BCA performanya konsisten bagus, akan tetapi biaya admin bulanan Bank BNI lumayan mahal ya, apalagi kalau jarang dipakai banget.",Bank BNI,negatif
lagi proses pengajuan kredit di Bank BRI.,Bank BRI,netral
"Guys, Bank BRI atau Bank BCA ya buat kredit rumah? Lagi galau nih",Bank BRI,netral
"Kesel total sama Bank BNI, belakangan notifikasi transaksi dari BNI Mobile Banking sering telat masuk, jadi was-was.",Bank BNI,negatif
"1 bulan pakai Bank BRI, impressi pertama positif",Bank BRI,positif
"1 bulan pakai Bank BRI, impressi pertama positif",Bank BRI,positif
Antrian di atm bank bca biasanya cepat karena mesinnya responsif. Gaskeun deh ke Bank BCA!,Bank BCA,positif
"Pengalaman pribadiku sih, Bank BNI overall bagus, bisa bayar tagihan listrik dan PDAM di ATM Bank BNI dan transfer pakai BNI Mobile Banking anti ribet, prosesnya cepat dan simpel, sayangnya AC di kantor cabang Bank BNI kurang dingin, gerah nunggu.",Bank BNI,campuran
"Pengalaman pribadiku sih, Bank BNI overall bagus, masalah saya cepat teratasi berkat bantuan CS Bank BNI via telepon dan bisa beli emas digital langsung dari aplikasi Bank BNI, padahal data breach di Bank BNI beberapa waktu lalu bikin khawatir.",Bank BNI,campuran
"Suka banget karena bank bni banyak promo transfer gratis via bi-fast, tapi layar sentuh di ATM Bank Mandiri sering tidak responsif.",Bank BNI,positif
"Terus terang, Bank BNI overall bagus, suka banget karena Bank BNI banyak promo transfer gratis via BI-FAST dan kartu debit Bank BNI langsung aktif setelah rekening jadi, padahal keamanan area ATM Bank BNI kurang, sering ada orang mencurigakan.",Bank BNI,campuran
"Menurutku, Bank Mandiri overall bagus, robo advisor Bank Mandiri membantu pilih portofolio yang tepat dan selain tarik tunai, fitur setor tunai di ATM Bank Mandiri sangat membantu, padahal font di Livin by Mandiri terlalu kecil, susah dibaca orang tua.",Bank Mandiri,campuran
"Menurutku, Bank Mandiri overall bagus, tabungan Bank Mandiri gak ada minimum saldo yang memberatkan dan program poin reward Bank Mandiri bisa ditukar berbagai hadiah menarik, beda cerita kalau jam operasional cabang Bank Mandiri terbatas, sulit pas hari kerja.",Bank Mandiri,campuran
"Kalau boleh jujur, tengah malam, parkir di gedung Bank BNI mahal dan terbatas banget. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
