comment,sentinment,score,label
"Kesel gila sama Bank BNI, belakangan antrian di ATM Bank BNI selalu panjang, terutama weekend.",negative,0.9930800795555115,negatif
"Bisa beli emas digital langsung dari aplikasi bank bri, padahal keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising.",negative,0.9930324554443359,positif
"Jujur, Bank BCA overall bagus, kolaborasi Bank BCA dengan e-commerce sering ada flash sale dan dokumen yang dibutuhkan buka rekening Bank BCA simpel, cuma KTP, akan tetapi nomor antrian di Bank BCA sering error atau loncat-loncat.",positive,0.6654072999954224,campuran
"Fitur split bill di mybca memudahkan patungan sama teman, beda cerita kalau keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising.",negative,0.9896705746650696,negatif
"Terus terang, Bank Mandiri overall bagus, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah dan CS Bank Mandiri sangat responsif dan membantu, masalah langsung kelar, walaupun receipt ATM Bank Mandiri sering habis kertas atau blur printnya.",positive,0.9948840737342834,campuran
"Kalau menurut saya, Bank BCA overall bagus, fitur cardless di myBCA ngebantu banget pas dompet ketinggalan dan reksadana di Bank BCA performanya konsisten bagus, walaupun CS di social media Bank BCA balasnya lama dan sering template jawabannya.",positive,0.9925662279129028,campuran
"Sejauh ini, bisa bayar tagihan listrik dan PDAM di ATM Bank BNI, tapi biaya transfer ke bank lain dari Bank BRI mahal, beda jauh sama yang lain total.",negative,0.9946762323379517,negatif
"Kesel luar biasa sama Bank Mandiri, sejak kemarin AC di kantor cabang Bank Mandiri kurang dingin, gerah nunggu.",negative,0.9970901012420654,negatif
"Honestly, Bank BNI overall bagus, teknologi AI di Bank BNI membantu deteksi fraud dengan akurat dan bisa beli emas digital langsung dari aplikasi Bank BNI, padahal nomor antrian di Bank BNI sering error atau loncat-loncat.",negative,0.8824971318244934,campuran
"Kalau dari segi mobile_banking, fitur di BRImo lengkap banget, semua bisa dari hp, gak perlu ke cabang. Tapi kalau pembukaan_rekening, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BNI. Susah milihnya.",negative,0.6913215517997742,positif
"Minta saran dong, antara Bank BRI dan Bank BCA mana yang lebih worth it?",neutral,0.5973451137542725,netral
"Dari pengalaman, Bank BRI overall bagus, notifikasi real-time di BRImo selalu akurat dan tepat waktu dan teknologi AI di Bank BRI membantu deteksi fraud dengan akurat, cuma parkir di gedung Bank BRI mahal dan terbatas.",negative,0.8745049834251404,campuran
Ada yang pernah pakai Bank Mandiri dan Bank BNI? Share pengalaman dong,neutral,0.9940167665481567,netral
"Biaya admin bank bca cukup terjangkau, sesuai dengan layanannya, namun CS di social media Bank BRI balasnya lama dan sering template jawabannya.",negative,0.9858023524284363,negatif
"Sejauh ini, biaya transfer online Bank BRI lebih murah dari yang offline, sayangnya ruang ATM Bank BCA sering kotor dan kurang terawat parah.",negative,0.9852954149246216,positif
"Honestly, masalah saya cepat teratasi berkat bantuan CS Bank BRI via telepon, akan tetapi data breach di Bank BCA beberapa waktu lalu bikin khawatir banget.",negative,0.9916900396347046,positif
"Kalau menurut saya, waktu mau bayar tagihan, susah banget mau transfer pakai Livin by Mandiri, muter-muter terus menunya parah. Mending pindah ke Bank BRI aja kayaknya.",negative,0.9951266050338745,negatif
"Guys, Bank BRI atau Bank BNI ya buat kredit rumah? Lagi galau nih",neutral,0.889642596244812,netral
"1 bulan pakai Bank BRI, impressi pertama positif",neutral,0.9699971675872803,positif
"Pengalaman pribadiku sih, Bank BNI overall bagus, fitur investasi di Bank BNI mudah dipahami pemula dan gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BNI, beda cerita kalau follow up dari CS Bank BNI lemah, janji gak ditepati.",negative,0.8684274554252625,campuran
"Menurutku, Bank BCA overall bagus, antrian di ATM Bank BCA biasanya cepat karena mesinnya responsif dan proses verifikasi buka rekening Bank BCA via video call cepat dan mudah, namun proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",positive,0.961299479007721,campuran
"Antrian di atm bank bca biasanya cepat karena mesinnya responsif, akan tetapi antrian di ATM Bank BRI selalu panjang, terutama weekend.",positive,0.983410656452179,negatif
"Sebagai yang ganti dari bank konvensional, reksadana di Bank BCA performanya konsisten bagus. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9968208074569702,positif
"Pengalaman pribadiku sih, Bank BCA overall bagus, integrasi dengan berbagai platform digital di Bank BCA seamless dan biaya admin Bank BCA cukup terjangkau, sesuai dengan layanannya, padahal myBCA lemot banget kalau dipakai pas jam sibuk, loadingnya lama.",negative,0.8675930500030518,campuran
Ada yang pernah pakai Bank Mandiri dan Bank BNI? Share pengalaman dong,neutral,0.9940167665481567,netral
"Terus terang, Bank Mandiri overall bagus, bisa bayar tagihan listrik dan PDAM di ATM Bank Mandiri dan API Bank Mandiri untuk developer sangat well-documented, meski jam operasional cabang Bank Mandiri terbatas, sulit pas hari kerja.",negative,0.9114185571670532,campuran
"Baru seminggu di Bank BRI, masih adaptasi tapi promising",negative,0.5927334427833557,positif
"Lagi compare Bank BCA vs Bank Mandiri, ada masukan?",neutral,0.9979402422904968,netral
"Kesel bener-bener sama Bank BRI, minggu lalu sempat khawatir dengan kasus skimming di Bank BRI, jadi takut nabung banyak.",negative,0.994792640209198,negatif
"Terus terang, Bank BNI overall bagus, QRIS di BNI Mobile Banking responsif dan gak pernah gagal, sat set bayarnya dan kalau transfer ke sesama Bank BNI gratis, jadi sering kupakai, meski email complaint ke Bank BNI gak pernah dibalas dengan tuntas.",positive,0.9935122132301331,campuran
"Terus terang, Bank BCA overall bagus, complaint handling di Bank BCA profesional dan follow up terus dan pemegang kartu debit Bank BCA sering dapat cashback di supermarket, sayangnya keamanan data di Bank BCA perlu ditingkatkan lagi, masih was-was soal phising.",positive,0.6311193704605103,campuran
"Bank Mandiri buka cabang baru di deket rumah saya, sambil tanya-tanya produk.",neutral,0.9921024441719055,netral
"Kalau dari segi cs, CS Bank BNI sangat responsif dan membantu, masalah langsung kelar. Tapi kalau pembukaan_rekening, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BCA. Susah milihnya.",negative,0.8066103458404541,positif
saya punya rekening di Bank BNI dan juga di Bank BCA akhir-akhir ini.,neutral,0.9980838298797607,netral
"Biaya admin bank bni cukup terjangkau, sesuai dengan layanannya. Bank BNI emang the best!",positive,0.9968011379241943,positif
"Menurutku, Bank Mandiri overall bagus, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah dan login di Livin by Mandiri sekarang cepat pakai biometrik, praktis!, walaupun CS di social media Bank Mandiri balasnya lama dan sering template jawabannya.",positive,0.9614189267158508,campuran
Tadi parkir di gedung Bank BCA mahal dan terbatas gila. Kecewa sama Bank BCA.,negative,0.9980772733688354,negatif
"Kesel total sama Bank BCA, akhir-akhir ini sempat khawatir dengan kasus skimming di Bank BCA, jadi takut nabung banyak.",negative,0.9956127405166626,negatif
Ada yang pernah pakai Bank BRI dan Bank BCA? Share pengalaman dong,neutral,0.9933925271034241,netral
"Bulan ini, waktu mau bayar tagihan, bisa bayar tagihan listrik dan PDAM di ATM Bank BNI. Bank BNI masih di bawah Bank BRI sih.",neutral,0.9473665952682495,positif
"Kesel bener-bener sama Bank Mandiri, akhir-akhir ini AC di kantor cabang Bank Mandiri kurang dingin, gerah nunggu.",negative,0.997650682926178,negatif
"Jujur, jam makan siang, kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi banget. Mending pindah ke Bank BNI aja kayaknya.",neutral,0.6691710352897644,negatif
Program poin reward bank mandiri bisa ditukar berbagai hadiah menarik. Bank Mandiri emang the best!,positive,0.9915235042572021,positif
"Sejak pakai, pas tanggal tua, keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising banget. Mending pindah ke Bank Mandiri aja kayaknya.",negative,0.9861749410629272,positif
"Dari pengalaman, ketika lagi traveling, sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu bener-bener. Mending pindah ke Bank BCA aja kayaknya.",neutral,0.6478540897369385,negatif
"Minta saran dong, antara Bank BNI dan Bank Mandiri mana yang lebih worth it?",neutral,0.6341429352760315,netral
"Lagi compare Bank BRI vs Bank BCA, ada masukan?",neutral,0.9978978633880615,netral
"Sebagai yang first time banking, pemegang kartu debit Bank BCA sering dapat cashback di supermarket. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9928695559501648,positif
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bri. Gaskeun deh ke Bank BRI!,neutral,0.5044001936912537,positif
"Minta saran dong, antara Bank BCA dan Bank BRI mana yang lebih worth it?",neutral,0.5733156204223633,netral
"Jujur, Bank BNI overall bagus, suka banget karena Bank BNI banyak promo transfer gratis via BI-FAST dan program poin reward Bank BNI bisa ditukar berbagai hadiah menarik, padahal sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak.",positive,0.9976674914360046,campuran
"Pengalaman pribadiku sih, ketika lagi traveling, follow up dari CS Bank BRI lemah, janji gak ditepati parah. Mending pindah ke Bank BNI aja kayaknya.",negative,0.9034065008163452,positif
"Minta saran dong, antara Bank BNI dan Bank BRI mana yang lebih worth it?",neutral,0.5868587493896484,netral
"Sejak pakai, Bank BRI overall bagus, jaringan ATM Bank BRI sangat luas, jadi gampang tarik tunai dan kartu debit Bank BRI langsung aktif setelah rekening jadi, sayangnya sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",positive,0.984816312789917,campuran
"Cs bank mandiri sangat responsif dan membantu, masalah langsung kelar. Gaskeun deh ke Bank Mandiri!",positive,0.9889603853225708,positif
"Pengalaman pribadiku sih, API Bank Mandiri untuk developer sangat well-documented, di sisi lain biaya transfer ke bank lain dari Bank BCA mahal, beda jauh sama yang lain parah.",negative,0.9898494482040405,negatif
Tabungan bank bni gak ada minimum saldo yang memberatkan. Worth it banget pilih Bank BNI!,positive,0.8862206339836121,positif
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank mandiri. Worth it banget pilih Bank Mandiri!,positive,0.8618372082710266,positif
"Api bank bri untuk developer sangat well-documented, beda cerita kalau layar sentuh di ATM Bank Mandiri sering tidak responsif.",negative,0.9910552501678467,positif
"Minta saran dong, antara Bank BCA dan Bank Mandiri mana yang lebih worth it?",neutral,0.619394063949585,netral
"Minta saran dong, antara Bank BCA dan Bank BNI mana yang lebih worth it?",neutral,0.6389492154121399,netral
"1 bulan pakai Bank BNI, impressi pertama positif",neutral,0.9759932160377502,positif
"Dari pengalaman, Bank BCA overall bagus, sistem keamanan Bank BCA menggunakan enkripsi tingkat militer dan biaya admin bulanannya worth it dengan semua kemudahan yang didapat, di sisi lain sering nemu ATM Bank BCA yang uangnya pecahan besar semua, gak ada 50 ribu.",positive,0.9951098561286926,campuran
"Kesel bener-bener sama Bank BNI, tadi CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",negative,0.9973909854888916,negatif
"Kesel total sama Bank BRI, kemarin proses blokir kartu Bank BRI kalau hilang ribet dan butuh waktu lama.",negative,0.9952118396759033,negatif
"Minta saran dong, antara Bank BCA dan Bank BNI mana yang lebih worth it?",neutral,0.6389492154121399,netral
"Pengalaman pribadiku sih, Bank BRI overall bagus, promo cashback Bank BRI sering banget, lumayan buat tambahan dan masalah saya cepat teratasi berkat bantuan CS Bank BRI via telepon, padahal WiFi gratis di Bank BRI lemot dan sering putus.",negative,0.5589718818664551,campuran
"Kalau dari segi investasi, bisa beli emas digital langsung dari aplikasi Bank BCA. Tapi kalau pembukaan_rekening, kartu debit Bank BNI langsung aktif setelah rekening jadi. Susah milihnya.",negative,0.8314929604530334,positif
"Kesel banget sama Bank Mandiri, akhir-akhir ini ruang ATM Bank Mandiri sering kotor dan kurang terawat.",negative,0.9977700710296631,negatif
"Sebagai yang first time banking, dokumen yang dibutuhkan buka rekening Bank BCA simpel, cuma KTP. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9855937361717224,positif
"Teknologi ai di bank bca membantu deteksi fraud dengan akurat, sayangnya font di BRImo terlalu kecil, susah dibaca orang tua.",negative,0.763888418674469,positif
"Terus terang, Bank BRI overall bagus, fitur investasi di Bank BRI mudah dipahami pemula dan promo cashback Bank BRI sering banget, lumayan buat tambahan, beda cerita kalau WiFi gratis di Bank BRI lemot dan sering putus.",positive,0.9868940114974976,campuran
"Menurutku, Bank BCA overall bagus, proses verifikasi buka rekening Bank BCA via video call cepat dan mudah dan SBN dan obligasi di Bank BCA pilihan investasinya beragam, meski jam operasional cabang Bank BCA terbatas, sulit pas hari kerja.",positive,0.9574995040893555,campuran
"Kesel super sama Bank BCA, sejak kemarin biaya tarik tunai di ATM bank lain dari Bank BCA selangit.",negative,0.9945058226585388,negatif
Ada yang pernah pakai Bank Mandiri dan Bank BNI? Share pengalaman dong,neutral,0.9940167665481567,netral
Akhir-akhir ini parkir di gedung Bank BRI mahal dan terbatas total. Kecewa sama Bank BRI.,negative,0.9981371164321899,negatif
"Sebagai yang untuk usaha kecil, fitur investasi di Bank BCA mudah dipahami pemula. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9950160384178162,positif
"Sejak pakai, Bank BRI overall bagus, SBN dan obligasi di Bank BRI pilihan investasinya beragam dan biaya admin Bank BRI cukup terjangkau, sesuai dengan layanannya, padahal petugas security Bank BRI kadang kurang ramah ke nasabah.",positive,0.947655200958252,campuran
"Kalau dari segi biaya, promo cashback Bank BNI sering banget, lumayan buat tambahan. Tapi kalau atm, antrian di ATM Bank Mandiri biasanya cepat karena mesinnya responsif. Susah milihnya.",positive,0.9723601341247559,positif
"Guys, Bank Mandiri atau Bank BNI ya buat kredit rumah? Lagi galau nih",neutral,0.8690364360809326,netral
"Kesel gila sama Bank BRI, belakangan keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising.",negative,0.9976698756217957,negatif
"Kemarin CS Bank BRI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan parah. Kecewa sama Bank BRI.",negative,0.9979617595672607,negatif
"Kesel parah sama Bank BCA, belakangan susah banget nyari ATM Bank BCA di daerah saya, harus pergi jauh.",negative,0.9963462948799133,negatif
"Aplikasi bni mobile banking-nya sangat intuitif dan mudah digunakan, bahkan buat pemula, akan tetapi petugas security Bank BRI kadang kurang ramah ke nasabah.",negative,0.9352986216545105,negatif
"Update: akhirnya pindah ke Bank BCA, so far so good",neutral,0.7928533554077148,positif
"Sebagai yang pensiun dari bank lama, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BRI. Bank BRI cocok banget buat kebutuhan saya.",positive,0.9965746402740479,positif
"Dari pengalaman, tabungan Bank Mandiri gak ada minimum saldo yang memberatkan, sayangnya biaya admin bulanan Bank BNI lumayan mahal ya, apalagi kalau jarang dipakai sangat.",negative,0.7827415466308594,positif
"Jujur, pas tanggal tua, sistem Bank BNI pernah down berhari-hari, gak bisa akses dana banget. Mending pindah ke Bank BCA aja kayaknya.",negative,0.9226456880569458,negatif
"Minta saran dong, antara Bank BRI dan Bank BCA mana yang lebih worth it?",neutral,0.5973451137542725,netral
"Lagi compare Bank BCA vs Bank Mandiri, ada masukan?",neutral,0.9979402422904968,netral
"Sebagai yang pensiun dari bank lama, antrian di ATM Bank BCA biasanya cepat karena mesinnya responsif. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9970577955245972,positif
"Kalau dari segi biaya, tabungan Bank BCA gak ada minimum saldo yang memberatkan. Tapi kalau investasi, fitur investasi di Bank Mandiri mudah dipahami pemula. Susah milihnya.",negative,0.7479565143585205,positif
"Bulan ini sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot bener-bener. Kecewa sama Bank BRI.",negative,0.998382568359375,negatif
Api bank bni untuk developer sangat well-documented. Bank BNI emang the best!,positive,0.992794930934906,positif
"Kalau menurut saya, Bank Mandiri overall bagus, kolaborasi Bank Mandiri dengan e-commerce sering ada flash sale dan bisa beli emas digital langsung dari aplikasi Bank Mandiri, akan tetapi CS Bank Mandiri jam operasionalnya terbatas, gak 24 jam.",positive,0.8291147351264954,campuran
Suka banget karena bank bca banyak promo transfer gratis via bi-fast. Recommend gila buat yang mau coba Bank BCA!,positive,0.996483564376831,positif
"Kesel gila sama Bank Mandiri, akhir-akhir ini petugas Bank Mandiri kurang update soal produk terbaru.",negative,0.9965050220489502,negatif
"Aplikasi bni mobile banking-nya sangat intuitif dan mudah digunakan, bahkan buat pemula. Bank BNI emang the best!",positive,0.9958404898643494,positif
"Menurutku, robo advisor Bank BRI membantu pilih portofolio yang tepat, walaupun charge untuk layanan priority banking Bank BNI gak worth it banget.",positive,0.7862538695335388,positif
"Kalau dari segi pembukaan_rekening, dokumen yang dibutuhkan buka rekening Bank Mandiri simpel, cuma KTP. Tapi kalau promo, weekend sale Bank BCA selalu ada promo hotel dan travel. Susah milihnya.",positive,0.9674152135848999,positif
"Lagi compare Bank BCA vs Bank Mandiri, ada masukan?",neutral,0.9979402422904968,netral
"Lagi compare Bank Mandiri vs Bank BNI, ada masukan?",neutral,0.9979815483093262,netral
"Kalau menurut saya, Bank BRI overall bagus, biaya admin Bank BRI cukup terjangkau, sesuai dengan layanannya dan fitur split bill di BRImo memudahkan patungan sama teman, sayangnya kasus fraud yang lambat ditangani tim Bank BRI.",positive,0.9872831106185913,campuran
"Sejauh ini, waktu lagi busy, petugas security Bank BNI kadang kurang ramah ke nasabah super. Mending pindah ke Bank BRI aja kayaknya.",negative,0.971621036529541,positif
"Sebagai yang ganti dari bank konvensional, pemegang kartu debit Bank Mandiri sering dapat cashback di supermarket. Bank Mandiri cocok banget buat kebutuhan saya.",positive,0.9958012700080872,positif
"Bulan ini, jam makan siang, kartu debit Bank Mandiri langsung aktif setelah rekening jadi. Bank Mandiri masih di bawah Bank BCA sih.",neutral,0.9845975637435913,negatif
"Sebagai yang first time banking, fitur investasi di Bank BRI mudah dipahami pemula. Bank BRI cocok banget buat kebutuhan saya.",positive,0.9953516721725464,positif
menggunakan Bank BCA untuk keperluan bisnis dan transaksi harian tadi.,neutral,0.9978424310684204,netral
"Minta saran dong, antara Bank BNI dan Bank Mandiri mana yang lebih worth it?",neutral,0.6341429352760315,netral
"Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bca, walaupun notifikasi transaksi dari BNI Mobile Banking sering telat masuk, jadi was-was.",negative,0.9918687343597412,negatif
Fitur cardless di livin by mandiri ngebantu banget pas dompet ketinggalan. Bank Mandiri emang the best!,positive,0.9964296221733093,positif
Ada yang pernah pakai Bank BNI dan Bank BCA? Share pengalaman dong,neutral,0.993675172328949,netral
"Menurutku, birthday promo dari Bank BRI selalu menggiurkan setiap tahun, di sisi lain fitur face ID di myBCA sering gagal recognize, ribet banget.",negative,0.8486831784248352,negatif
"Sering dapat promo menarik dari kartu kredit bank bri, diskonnya lumayan. Recommend sangat buat yang mau coba Bank BRI!",positive,0.9962899684906006,positif
"Sejak pakai, waktu lagi busy, CS di social media Bank BNI balasnya lama dan sering template jawabannya gila. Mending pindah ke Bank BCA aja kayaknya.",negative,0.9879497289657593,positif
"Sejak kemarin sistem Bank Mandiri pernah down berhari-hari, gak bisa akses dana luar biasa. Kecewa sama Bank Mandiri.",negative,0.9976412057876587,negatif
"Sejak pakai, Bank Mandiri overall bagus, ATM Bank Mandiri ada fitur tarik tunai tanpa kartu, canggih! dan robo advisor Bank Mandiri membantu pilih portofolio yang tepat, cuma pernah ada kasus double charge di kartu kredit Bank Mandiri.",positive,0.6096319556236267,campuran
"Terus terang, Bank BCA overall bagus, sering dapat promo menarik dari kartu kredit Bank BCA, diskonnya lumayan dan buka rekening Bank BCA sekarang bisa full online, gak sampai 10 menit jadi, di sisi lain penalty kalau saldo minimum gak terpenuhi di Bank BCA gede banget.",positive,0.9970834851264954,campuran
Ada yang pernah pakai Bank BRI dan Bank BNI? Share pengalaman dong,neutral,0.9938051700592041,netral
"Kalau boleh jujur, Bank Mandiri overall bagus, buka rekening Bank Mandiri sekarang bisa full online, gak sampai 10 menit jadi dan ATM Bank Mandiri jarang kosong uangnya, selalu terisi, namun biaya kartu kredit Bank Mandiri annual fee-nya tinggi.",positive,0.9897688627243042,campuran
"Minta saran dong, antara Bank BCA dan Bank BNI mana yang lebih worth it?",neutral,0.6389492154121399,netral
"Sejak kemarin, ketika lagi traveling, top up e-wallet dari Livin by Mandiri instan masuknya. Bank Mandiri masih di bawah Bank BRI sih.",neutral,0.9141520857810974,positif
"Livin by mandiri sangat stabil dan jarang error, bisa diandalkan, sayangnya biaya administrasi invest di Bank BCA tinggi, potong return.",positive,0.9926230907440186,negatif
Dari tadi pagi pernah ada kasus double charge di kartu kredit Bank Mandiri total. Kecewa sama Bank Mandiri.,negative,0.9949321150779724,negatif
"Sejauh ini, kolaborasi Bank BRI dengan e-commerce sering ada flash sale, namun ATM Bank Mandiri gak ada fasilitas deposit, harus ke teller bener-bener.",positive,0.9254391193389893,positif
saya adalah nasabah Bank BNI sudah 5 tahun bulan ini.,neutral,0.9953605532646179,netral
"Minta saran dong, antara Bank BNI dan Bank BCA mana yang lebih worth it?",neutral,0.6383092403411865,netral
"Dari tadi pagi, saat gajian, reksadana di Bank BCA performanya konsisten bagus. Bank BCA gak sebagus Bank Mandiri sih.",positive,0.917415201663971,negatif
"Kesel banget sama Bank BCA, kemarin kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",negative,0.9915036559104919,negatif
"Terus terang, tengah malam, follow up dari CS Bank BNI lemah, janji gak ditepati super. Mending pindah ke Bank Mandiri aja kayaknya.",negative,0.9842856526374817,negatif
"Honestly, ATM Bank BCA jarang kosong uangnya, selalu terisi, beda cerita kalau CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan luar biasa.",negative,0.9593384861946106,negatif
"Api bank bri untuk developer sangat well-documented, akan tetapi nomor antrian di Bank BCA sering error atau loncat-loncat.",negative,0.993005096912384,negatif
"Sebagai yang ganti dari bank konvensional, ATM Bank BNI ada fitur tarik tunai tanpa kartu, canggih!. Bank BNI cocok banget buat kebutuhan saya.",positive,0.9953792095184326,positif
"Minta saran dong, antara Bank BCA dan Bank Mandiri mana yang lebih worth it?",neutral,0.619394063949585,netral
"Sebagai yang sebagai freelancer, inovasi fintech Bank BCA selalu di depan dibanding kompetitor. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9958916902542114,positif
"Menurutku, Bank BRI overall bagus, tabungan Bank BRI gak ada minimum saldo yang memberatkan dan ATM Bank BRI mudah ditemukan di mana-mana, bahkan di kota kecil, beda cerita kalau keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising.",negative,0.9681206941604614,campuran
baru saja memindahkan rekening gaji saya ke Bank Mandiri.,neutral,0.9977797865867615,netral
"Kartu debit bank bca langsung aktif setelah rekening jadi, cuma UI/UX dari Livin by Mandiri agak membingungkan untuk orang tua, terlalu rumit.",negative,0.982028603553772,positif
saya punya rekening di Bank BRI dan juga di Bank BCA bulan ini.,neutral,0.9976801872253418,netral
"Guys, Bank BCA atau Bank BNI ya buat kredit rumah? Lagi galau nih",neutral,0.9130125641822815,netral
menggunakan Bank BNI untuk keperluan bisnis dan transaksi harian.,neutral,0.9970539808273315,netral
"Sebagai yang pensiun dari bank lama, widget di home screen untuk myBCA praktis banget. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9939243197441101,positif
"Minta saran dong, antara Bank BRI dan Bank BCA mana yang lebih worth it?",neutral,0.5973451137542725,netral
"Minta saran dong, antara Bank Mandiri dan Bank BRI mana yang lebih worth it?",neutral,0.5823763012886047,netral
"Update: akhirnya pindah ke Bank Mandiri, so far so good",neutral,0.7653073668479919,positif
"Honestly, Bank BNI overall bagus, robo advisor Bank BNI membantu pilih portofolio yang tepat dan widget di home screen untuk BNI Mobile Banking praktis banget, cuma biaya administrasi invest di Bank BNI tinggi, potong return.",positive,0.9893836379051208,campuran
"Kalau boleh jujur, masalah saya cepat teratasi berkat bantuan CS Bank Mandiri via telepon, tapi telepon CS Bank BNI antrinya lama banget, habis pulsa banyak cuma buat nunggu gila.",negative,0.9970316886901855,positif
"Honestly, dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP, tapi ATM Bank BRI sering offline atau rusak, pas butuh malah gak bisa dipakai parah.",negative,0.8781243562698364,negatif
"Lagi compare Bank BNI vs Bank BRI, ada masukan?",neutral,0.9978910088539124,netral
"Sistem keamanan bank bca menggunakan enkripsi tingkat militer, namun kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",neutral,0.9788549542427063,negatif
"Minggu lalu, pas system maintenance, API Bank Mandiri untuk developer sangat well-documented. Bank Mandiri gak sebagus Bank BNI sih.",negative,0.9694033861160278,positif
"Honestly, Bank Mandiri overall bagus, tabungan Bank Mandiri gak ada minimum saldo yang memberatkan dan petugas di kantor cabang Bank Mandiri ramah-ramah dan informatif, cuma proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama.",positive,0.9821307063102722,campuran
"Dari pengalaman, Bank Mandiri overall bagus, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank Mandiri dan Livin by Mandiri sangat stabil dan jarang error, bisa diandalkan, tapi proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama.",positive,0.9820716977119446,campuran
"Kalau menurut saya, Bank BCA overall bagus, Bank BCA banyak kerjasama dengan merchant, jadi banyak diskon F&B dan proses verifikasi buka rekening Bank BCA via video call cepat dan mudah, beda cerita kalau petugas Bank BCA kurang update soal produk terbaru.",positive,0.9663796424865723,campuran
"Menurutku, API Bank BCA untuk developer sangat well-documented, padahal parkir di gedung Bank BNI mahal dan terbatas gila.",negative,0.9941761493682861,negatif
"Kalau dari segi investasi, fitur investasi di Bank BCA mudah dipahami pemula. Tapi kalau promo, pemegang kartu debit Bank Mandiri sering dapat cashback di supermarket. Susah milihnya.",negative,0.7798252105712891,positif
"Sejak pakai, Bank BRI overall bagus, program poin reward Bank BRI bisa ditukar berbagai hadiah menarik dan dark mode di BRImo bikin mata gak capek pas malem, akan tetapi biaya tarik tunai di ATM bank lain dari Bank BRI selangit.",positive,0.988713264465332,campuran
"Minta saran dong, antara Bank Mandiri dan Bank BCA mana yang lebih worth it?",neutral,0.6258466243743896,netral
"Terus terang, Bank BCA overall bagus, jaringan ATM Bank BCA sangat luas, jadi gampang tarik tunai dan Bank BCA banyak kerjasama dengan merchant, jadi banyak diskon F&B, sayangnya biaya kartu kredit Bank BCA annual fee-nya tinggi.",positive,0.9973886609077454,campuran
lagi proses pengajuan kredit di Bank BRI minggu lalu.,neutral,0.9983092546463013,netral
"Jujur, Bank BNI overall bagus, kartu debit Bank BNI langsung aktif setelah rekening jadi dan sistem keamanan Bank BNI menggunakan enkripsi tingkat militer, walaupun ATM Bank BNI gak ada fasilitas deposit, harus ke teller.",positive,0.8893927931785583,campuran
"Sebagai yang ganti dari bank konvensional, dokumen yang dibutuhkan buka rekening Bank Mandiri simpel, cuma KTP. Bank Mandiri cocok banget buat kebutuhan saya.",positive,0.9927016496658325,positif
"Sebagai yang first time banking, sistem keamanan Bank BRI menggunakan enkripsi tingkat militer. Bank BRI cocok banget buat kebutuhan saya.",positive,0.9945513606071472,positif
"Sejak pakai, Bank BRI overall bagus, integrasi dengan berbagai platform digital di Bank BRI seamless dan bisa beli emas digital langsung dari aplikasi Bank BRI, padahal keamanan area ATM Bank BRI kurang, sering ada orang mencurigakan.",negative,0.9454985857009888,campuran
"Belakangan, pas tanggal tua, fitur investasi di Bank BNI mudah dipahami pemula. Bank BNI gak sebagus Bank BRI sih.",positive,0.8543123006820679,negatif
"Belakangan, pas weekend, proses verifikasi buka rekening Bank BRI via video call cepat dan mudah. Bank BRI hampir sama kayak Bank BCA sih.",positive,0.5767008662223816,negatif
