teks,target_bank,sentimen
"Atm bank bni mudah ditemukan di mana-mana, bahkan di kota kecil, di sisi lain keamanan data di Bank BTN perlu ditingkatkan lagi, masih was-was soal phising.",Bank BTN,negatif
"Kalau boleh jujur, layar sentuh di ATM Bank Mandiri sering tidak responsif. Beda banget sama Bank BTN yang lebih lancar.",Bank Mandiri,negatif
"Kalau boleh jujur, layar sentuh di ATM Bank Mandiri sering tidak responsif. Beda banget sama Bank BTN yang lebih lancar.",Bank BTN,positif
"Jujur, untuk Bank BCA, fitur cardless di myBCA ngebantu banget pas dompet ketinggalan, di sisi lain biaya admin bulanan Bank BCA lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BCA,campuran
saya punya rekening di Bank BNI dan juga di Bank Mandiri.,Bank BNI,netral
saya punya rekening di Bank Mandiri dan juga di Bank BTN.,Bank Mandiri,netral
"Sejauh ini, sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak. Beda banget sama Bank BCA yang lebih lancar.",Bank BNI,negatif
"Sejauh ini, sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
"Bank btn banyak kerjasama dengan merchant, jadi banyak diskon f&b. Kalau Bank BNI sih standar aja menurutku.",Bank BTN,positif
"Bank btn banyak kerjasama dengan merchant, jadi banyak diskon f&b. Kalau Bank BNI sih standar aja menurutku.",Bank BNI,netral
"Btn mobile sangat stabil dan jarang error, bisa diandalkan, padahal banyak biaya tersembunyi kalau pakai Bank BCA, tiba-tiba saldo kepotong.",Bank BTN,positif
"Btn mobile sangat stabil dan jarang error, bisa diandalkan, padahal banyak biaya tersembunyi kalau pakai Bank BCA, tiba-tiba saldo kepotong.",Bank BCA,negatif
"Buka rekening bank bni sekarang bisa full online, gak sampai 10 menit jadi, padahal sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BNI,positif
"Buka rekening bank bni sekarang bisa full online, gak sampai 10 menit jadi, padahal sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank Mandiri,negatif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Jujur, untuk Bank BTN, QRIS di BTN Mobile responsif dan gak pernah gagal, sat set bayarnya, beda cerita kalau biaya admin bulanan Bank BTN lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BTN,campuran
menggunakan Bank BTN untuk keperluan bisnis dan transaksi harian.,Bank BTN,netral
saya adalah nasabah Bank Mandiri sudah 5 tahun.,Bank Mandiri,netral
baru saja memindahkan rekening gaji saya ke Bank Mandiri.,Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Petugas di kantor cabang bank mandiri ramah-ramah dan informatif, tapi sering nemu ATM Bank BNI yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank Mandiri,positif
"Petugas di kantor cabang bank mandiri ramah-ramah dan informatif, tapi sering nemu ATM Bank BNI yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BNI,negatif
"Menurutku, agak kecewa sama Bank BNI, ATM Bank BNI sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BNI,negatif
saya punya rekening di Bank BNI dan juga di Bank BCA.,Bank BNI,netral
"Sejauh ini, ATM Bank BCA sering offline atau rusak, pas butuh malah gak bisa dipakai. Beda banget sama Bank BNI yang lebih lancar.",Bank BCA,negatif
"Sejauh ini, ATM Bank BCA sering offline atau rusak, pas butuh malah gak bisa dipakai. Beda banget sama Bank BNI yang lebih lancar.",Bank BNI,positif
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
"Menurutku, keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising. Beda banget sama Bank BCA yang lebih lancar.",Bank BNI,negatif
"Menurutku, keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
"Selain tarik tunai, fitur setor tunai di atm bank mandiri sangat membantu, padahal proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",Bank Mandiri,positif
"Selain tarik tunai, fitur setor tunai di atm bank mandiri sangat membantu, padahal proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",Bank BCA,negatif
"Kalau boleh jujur, telepon CS Bank BNI antrinya lama banget, habis pulsa banyak cuma buat nunggu. Beda banget sama Bank BCA yang lebih lancar.",Bank BNI,negatif
"Kalau boleh jujur, telepon CS Bank BNI antrinya lama banget, habis pulsa banyak cuma buat nunggu. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
rekening Bank BTN saya gunakan khusus untuk tabungan.,Bank BTN,netral
"Cicilan 0% dari bank mandiri ngebantu banget buat beli barang elektronik, tapi banyak biaya tersembunyi kalau pakai Bank BTN, tiba-tiba saldo kepotong.",Bank Mandiri,positif
"Cicilan 0% dari bank mandiri ngebantu banget buat beli barang elektronik, tapi banyak biaya tersembunyi kalau pakai Bank BTN, tiba-tiba saldo kepotong.",Bank BTN,negatif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Suka banget sama Bank BCA, kalau transfer ke sesama Bank BCA gratis, jadi sering kupakai.",Bank BCA,positif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank Mandiri ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank Mandiri ya? Lagi bingung nih.",Bank Mandiri,netral
"Sejauh ini, BNI Mobile Banking lemot banget kalau dipakai pas jam sibuk, loadingnya lama. Beda banget sama Bank BCA yang lebih lancar.",Bank BNI,negatif
"Sejauh ini, BNI Mobile Banking lemot banget kalau dipakai pas jam sibuk, loadingnya lama. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
"Sering dapat promo menarik dari kartu kredit bank mandiri, diskonnya lumayan, namun CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank Mandiri,positif
"Sering dapat promo menarik dari kartu kredit bank mandiri, diskonnya lumayan, namun CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BNI,negatif
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
saya punya rekening di Bank Mandiri dan juga di Bank BCA.,Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank Mandiri ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank Mandiri ya? Lagi bingung nih.",Bank Mandiri,netral
sedang mempertimbangkan antara Bank Mandiri dan Bank BNI untuk KPR.,Bank Mandiri,netral
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bni. Kalau Bank BCA sih standar aja menurutku.,Bank BNI,positif
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bni. Kalau Bank BCA sih standar aja menurutku.,Bank BCA,netral
saya adalah nasabah Bank BNI sudah 5 tahun.,Bank BNI,netral
"Pengalaman pribadiku sih, agak kecewa sama Bank BNI, biaya admin bulanan Bank BNI lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BNI,negatif
"Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bni, padahal sering nemu ATM Bank BCA yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BNI,positif
"Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bni, padahal sering nemu ATM Bank BCA yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BCA,negatif
"Suka banget sama Bank BCA, biaya admin Bank BCA cukup terjangkau, sesuai dengan layanannya.",Bank BCA,positif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Transfer pakai mybca anti ribet, prosesnya cepat dan simpel. Kalau Bank BNI sih standar aja menurutku.",Bank BCA,positif
"Transfer pakai mybca anti ribet, prosesnya cepat dan simpel. Kalau Bank BNI sih standar aja menurutku.",Bank BNI,netral
"Suka banget sama Bank BTN, cicilan 0% dari Bank BTN ngebantu banget buat beli barang elektronik.",Bank BTN,positif
"Kalau boleh jujur, untuk Bank BNI, ATM Bank BNI jarang kosong uangnya, selalu terisi, di sisi lain CS di social media Bank BNI balasnya lama dan sering template jawabannya.",Bank BNI,campuran
menggunakan Bank BNI untuk keperluan bisnis dan transaksi harian.,Bank BNI,netral
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
"Kalau boleh jujur, untuk Bank BTN, ATM Bank BTN mudah ditemukan di mana-mana, bahkan di kota kecil, tapi BTN Mobile lemot banget kalau dipakai pas jam sibuk, loadingnya lama.",Bank BTN,campuran
"Kalau boleh jujur, antrian di kantor cabang Bank BTN panjangnya bukan main, bisa habis setengah hari. Beda banget sama Bank BNI yang lebih lancar.",Bank BTN,negatif
"Kalau boleh jujur, antrian di kantor cabang Bank BTN panjangnya bukan main, bisa habis setengah hari. Beda banget sama Bank BNI yang lebih lancar.",Bank BNI,positif
rekening Bank Mandiri saya gunakan khusus untuk tabungan.,Bank Mandiri,netral
Cicilan 0% dari bank bca ngebantu banget buat beli barang elektronik. Kalau Bank Mandiri sih standar aja menurutku.,Bank BCA,positif
Cicilan 0% dari bank bca ngebantu banget buat beli barang elektronik. Kalau Bank Mandiri sih standar aja menurutku.,Bank Mandiri,netral
"Buka rekening bank btn sekarang bisa full online, gak sampai 10 menit jadi, padahal update BNI Mobile Banking bukannya makin bagus malah makin banyak bug.",Bank BTN,positif
"Buka rekening bank btn sekarang bisa full online, gak sampai 10 menit jadi, padahal update BNI Mobile Banking bukannya makin bagus malah makin banyak bug.",Bank BNI,negatif
"Selain tarik tunai, fitur setor tunai di atm bank bca sangat membantu, di sisi lain CS Bank BTN kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BCA,positif
"Selain tarik tunai, fitur setor tunai di atm bank bca sangat membantu, di sisi lain CS Bank BTN kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BTN,negatif
"Kalau boleh jujur, untuk Bank BTN, suka banget karena Bank BTN banyak promo transfer gratis via BI-FAST, tapi layar sentuh di ATM Bank BTN sering tidak responsif.",Bank BTN,campuran
menggunakan Bank BTN untuk keperluan bisnis dan transaksi harian.,Bank BTN,netral
saya adalah nasabah Bank Mandiri sudah 5 tahun.,Bank Mandiri,netral
"Gak ada setoran awal minimum yang besar untuk buka tabungan di bank mandiri, tapi biaya admin bulanan Bank BTN lumayan mahal ya, apalagi kalau jarang dipakai.",Bank Mandiri,positif
"Gak ada setoran awal minimum yang besar untuk buka tabungan di bank mandiri, tapi biaya admin bulanan Bank BTN lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BTN,negatif
"Pengalaman pribadiku sih, untuk Bank BCA, fitur di myBCA lengkap banget, semua bisa dari hp, gak perlu ke cabang, sayangnya sempat khawatir dengan kasus skimming di Bank BCA, jadi takut nabung banyak.",Bank BCA,campuran
"Menurutku, untuk Bank Mandiri, fitur cardless di Livin by Mandiri ngebantu banget pas dompet ketinggalan, tapi banyak biaya tersembunyi kalau pakai Bank Mandiri, tiba-tiba saldo kepotong.",Bank Mandiri,campuran
"Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank Mandiri,positif
"Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BNI,negatif
"Cicilan 0% dari bank bni ngebantu banget buat beli barang elektronik, padahal biaya admin bulanan Bank Mandiri lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BNI,positif
"Cicilan 0% dari bank bni ngebantu banget buat beli barang elektronik, padahal biaya admin bulanan Bank Mandiri lumayan mahal ya, apalagi kalau jarang dipakai.",Bank Mandiri,negatif
"Sering dapat promo menarik dari kartu kredit bank bca, diskonnya lumayan, sayangnya CS di social media Bank BTN balasnya lama dan sering template jawabannya.",Bank BCA,positif
"Sering dapat promo menarik dari kartu kredit bank bca, diskonnya lumayan, sayangnya CS di social media Bank BTN balasnya lama dan sering template jawabannya.",Bank BTN,negatif
sedang mempertimbangkan antara Bank Mandiri dan Bank BCA untuk KPR.,Bank Mandiri,netral
"Bni mobile banking sangat stabil dan jarang error, bisa diandalkan, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BNI,positif
"Bni mobile banking sangat stabil dan jarang error, bisa diandalkan, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BCA,negatif
"Sejauh ini, CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan. Beda banget sama Bank Mandiri yang lebih lancar.",Bank BNI,negatif
"Sejauh ini, CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan. Beda banget sama Bank Mandiri yang lebih lancar.",Bank Mandiri,positif
menggunakan Bank BNI untuk keperluan bisnis dan transaksi harian.,Bank BNI,netral
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
"Kalau boleh jujur, banyak biaya tersembunyi kalau pakai Bank BNI, tiba-tiba saldo kepotong. Beda banget sama Bank BTN yang lebih lancar.",Bank BNI,negatif
"Kalau boleh jujur, banyak biaya tersembunyi kalau pakai Bank BNI, tiba-tiba saldo kepotong. Beda banget sama Bank BTN yang lebih lancar.",Bank BTN,positif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BNI atau Bank Mandiri ya? Lagi bingung nih.",Bank BNI,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BNI atau Bank Mandiri ya? Lagi bingung nih.",Bank Mandiri,netral
"Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast, di sisi lain sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank Mandiri,positif
"Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast, di sisi lain sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BNI,negatif
baru saja memindahkan rekening gaji saya ke Bank BCA.,Bank BCA,netral
"Pengalaman pribadiku sih, sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu. Beda banget sama Bank BTN yang lebih lancar.",Bank Mandiri,negatif
"Pengalaman pribadiku sih, sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu. Beda banget sama Bank BTN yang lebih lancar.",Bank BTN,positif
"Suka banget sama Bank BTN, transfer pakai BTN Mobile anti ribet, prosesnya cepat dan simpel.",Bank BTN,positif
"Transfer pakai livin by mandiri anti ribet, prosesnya cepat dan simpel, padahal UI/UX dari BNI Mobile Banking agak membingungkan untuk orang tua, terlalu rumit.",Bank Mandiri,positif
"Transfer pakai livin by mandiri anti ribet, prosesnya cepat dan simpel, padahal UI/UX dari BNI Mobile Banking agak membingungkan untuk orang tua, terlalu rumit.",Bank BNI,negatif
"Proses verifikasi buka rekening bank btn via video call cepat dan mudah, beda cerita kalau antrian di kantor cabang Bank BNI panjangnya bukan main, bisa habis setengah hari.",Bank BTN,positif
"Proses verifikasi buka rekening bank btn via video call cepat dan mudah, beda cerita kalau antrian di kantor cabang Bank BNI panjangnya bukan main, bisa habis setengah hari.",Bank BNI,negatif
"Pengalaman pribadiku sih, untuk Bank Mandiri, biaya admin bulanannya worth it dengan semua kemudahan yang didapat, padahal Livin by Mandiri makan banyak memori dan baterai hp.",Bank Mandiri,campuran
"Pengalaman pribadiku sih, untuk Bank BCA, fitur cardless di myBCA ngebantu banget pas dompet ketinggalan, padahal susah banget nyari ATM Bank BCA di daerah saya, harus pergi jauh.",Bank BCA,campuran
baru saja memindahkan rekening gaji saya ke Bank BCA.,Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BTN ya? Lagi bingung nih.",Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Jujur, untuk Bank Mandiri, kalau transfer ke sesama Bank Mandiri gratis, jadi sering kupakai, tapi notifikasi transaksi dari Livin by Mandiri sering telat masuk, jadi was-was.",Bank Mandiri,campuran
menggunakan Bank Mandiri untuk keperluan bisnis dan transaksi harian.,Bank Mandiri,netral
"Petugas di kantor cabang bank bni ramah-ramah dan informatif, namun notifikasi transaksi dari myBCA sering telat masuk, jadi was-was.",Bank BNI,positif
"Petugas di kantor cabang bank bni ramah-ramah dan informatif, namun notifikasi transaksi dari myBCA sering telat masuk, jadi was-was.",Bank BCA,negatif
"Kalau boleh jujur, sempat khawatir dengan kasus skimming di Bank BCA, jadi takut nabung banyak. Beda banget sama Bank BNI yang lebih lancar.",Bank BCA,negatif
"Kalau boleh jujur, sempat khawatir dengan kasus skimming di Bank BCA, jadi takut nabung banyak. Beda banget sama Bank BNI yang lebih lancar.",Bank BNI,positif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Bni mobile banking sangat stabil dan jarang error, bisa diandalkan. Kalau Bank BTN sih standar aja menurutku.",Bank BNI,positif
"Bni mobile banking sangat stabil dan jarang error, bisa diandalkan. Kalau Bank BTN sih standar aja menurutku.",Bank BTN,netral
sedang mempertimbangkan antara Bank BCA dan Bank BNI untuk KPR.,Bank BCA,netral
"Sejauh ini, agak kecewa sama Bank BNI, sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak.",Bank BNI,negatif
"Suka banget sama Bank BCA, proses verifikasi buka rekening Bank BCA via video call cepat dan mudah.",Bank BCA,positif
"Jujur, ATM Bank Mandiri sering offline atau rusak, pas butuh malah gak bisa dipakai. Beda banget sama Bank BNI yang lebih lancar.",Bank Mandiri,negatif
"Jujur, ATM Bank Mandiri sering offline atau rusak, pas butuh malah gak bisa dipakai. Beda banget sama Bank BNI yang lebih lancar.",Bank BNI,positif
sedang mempertimbangkan antara Bank BNI dan Bank BCA untuk KPR.,Bank BNI,netral
saya punya rekening di Bank Mandiri dan juga di Bank BNI.,Bank Mandiri,netral
"Kalau boleh jujur, untuk Bank BNI, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BNI, sayangnya ATM Bank BNI sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BNI,campuran
"Suka banget sama Bank BTN, masalah saya cepat teratasi berkat bantuan CS Bank BTN via telepon.",Bank BTN,positif
saya adalah nasabah Bank BTN sudah 5 tahun.,Bank BTN,netral
"Menurutku, agak kecewa sama Bank BNI, sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BNI,negatif
"Kalau boleh jujur, kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi. Beda banget sama Bank Mandiri yang lebih lancar.",Bank BNI,negatif
"Kalau boleh jujur, kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi. Beda banget sama Bank Mandiri yang lebih lancar.",Bank Mandiri,positif
sedang mempertimbangkan antara Bank BNI dan Bank BCA untuk KPR.,Bank BNI,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BNI atau Bank BCA ya? Lagi bingung nih.",Bank BNI,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BNI atau Bank BCA ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BNI ya? Lagi bingung nih.",Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BNI ya? Lagi bingung nih.",Bank BNI,netral
sedang mempertimbangkan antara Bank BCA dan Bank BTN untuk KPR.,Bank BCA,netral
menggunakan Bank BTN untuk keperluan bisnis dan transaksi harian.,Bank BTN,netral
"Buka rekening bank bni sekarang bisa full online, gak sampai 10 menit jadi. Kalau Bank BTN sih standar aja menurutku.",Bank BNI,positif
"Buka rekening bank bni sekarang bisa full online, gak sampai 10 menit jadi. Kalau Bank BTN sih standar aja menurutku.",Bank BTN,netral
rekening Bank Mandiri saya gunakan khusus untuk tabungan.,Bank Mandiri,netral
"Pengalaman pribadiku sih, agak kecewa sama Bank Mandiri, Livin by Mandiri makan banyak memori dan baterai hp.",Bank Mandiri,negatif
saya adalah nasabah Bank BCA sudah 5 tahun.,Bank BCA,netral
"Kalau boleh jujur, untuk Bank BCA, tampilan myBCA modern dan user-friendly, enak dilihat, beda cerita kalau biaya transfer ke bank lain dari Bank BCA mahal, beda jauh sama yang lain.",Bank BCA,campuran
sedang mempertimbangkan antara Bank BTN dan Bank BNI untuk KPR.,Bank BTN,netral
"Atm bank bni jarang kosong uangnya, selalu terisi, sayangnya susah banget nyari ATM Bank Mandiri di daerah saya, harus pergi jauh.",Bank BNI,positif
"Atm bank bni jarang kosong uangnya, selalu terisi, sayangnya susah banget nyari ATM Bank Mandiri di daerah saya, harus pergi jauh.",Bank Mandiri,negatif
baru saja memindahkan rekening gaji saya ke Bank Mandiri.,Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank BNI ya? Lagi bingung nih.",Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank BNI ya? Lagi bingung nih.",Bank BNI,netral
rekening Bank Mandiri saya gunakan khusus untuk tabungan.,Bank Mandiri,netral
"Login di bni mobile banking sekarang cepat pakai biometrik, praktis!. Kalau Bank BTN sih standar aja menurutku.",Bank BNI,positif
"Login di bni mobile banking sekarang cepat pakai biometrik, praktis!. Kalau Bank BTN sih standar aja menurutku.",Bank BTN,netral
"Suka banget sama Bank Mandiri, sering dapat promo menarik dari kartu kredit Bank Mandiri, diskonnya lumayan.",Bank Mandiri,positif
"Bank bca banyak kerjasama dengan merchant, jadi banyak diskon f&b, beda cerita kalau sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BCA,positif
"Bank bca banyak kerjasama dengan merchant, jadi banyak diskon f&b, beda cerita kalau sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BTN,negatif
"Suka banget karena bank bca banyak promo transfer gratis via bi-fast, tapi ATM Bank BTN sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BCA,positif
"Suka banget karena bank bca banyak promo transfer gratis via bi-fast, tapi ATM Bank BTN sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BTN,negatif
rekening Bank BNI saya gunakan khusus untuk tabungan.,Bank BNI,netral
baru saja memindahkan rekening gaji saya ke Bank BCA.,Bank BCA,netral
sedang mempertimbangkan antara Bank BTN dan Bank BNI untuk KPR.,Bank BTN,netral
"Kalau transfer ke sesama bank mandiri gratis, jadi sering kupakai, namun susah banget nyari ATM Bank BTN di daerah saya, harus pergi jauh.",Bank Mandiri,positif
"Kalau transfer ke sesama bank mandiri gratis, jadi sering kupakai, namun susah banget nyari ATM Bank BTN di daerah saya, harus pergi jauh.",Bank BTN,negatif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BNI ya? Lagi bingung nih.",Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BNI ya? Lagi bingung nih.",Bank BNI,netral
Masalah saya cepat teratasi berkat bantuan cs bank mandiri via telepon. Kalau Bank BTN sih standar aja menurutku.,Bank Mandiri,positif
Masalah saya cepat teratasi berkat bantuan cs bank mandiri via telepon. Kalau Bank BTN sih standar aja menurutku.,Bank BTN,netral
"Bank bni banyak kerjasama dengan merchant, jadi banyak diskon f&b, tapi susah banget nyari ATM Bank Mandiri di daerah saya, harus pergi jauh.",Bank BNI,positif
"Bank bni banyak kerjasama dengan merchant, jadi banyak diskon f&b, tapi susah banget nyari ATM Bank Mandiri di daerah saya, harus pergi jauh.",Bank Mandiri,negatif
"Biaya admin bank mandiri cukup terjangkau, sesuai dengan layanannya, di sisi lain keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising.",Bank Mandiri,positif
"Biaya admin bank mandiri cukup terjangkau, sesuai dengan layanannya, di sisi lain keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising.",Bank BNI,negatif
"Suka banget sama Bank BCA, fitur cardless di myBCA ngebantu banget pas dompet ketinggalan.",Bank BCA,positif
"Pengalaman pribadiku sih, agak kecewa sama Bank BTN, antrian di kantor cabang Bank BTN panjangnya bukan main, bisa habis setengah hari.",Bank BTN,negatif
Proses verifikasi buka rekening bank mandiri via video call cepat dan mudah. Kalau Bank BNI sih standar aja menurutku.,Bank Mandiri,positif
Proses verifikasi buka rekening bank mandiri via video call cepat dan mudah. Kalau Bank BNI sih standar aja menurutku.,Bank BNI,netral
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank mandiri. Kalau Bank BTN sih standar aja menurutku.,Bank Mandiri,positif
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank mandiri. Kalau Bank BTN sih standar aja menurutku.,Bank BTN,netral
baru saja memindahkan rekening gaji saya ke Bank BCA.,Bank BCA,netral
saya adalah nasabah Bank BCA sudah 5 tahun.,Bank BCA,netral
saya punya rekening di Bank Mandiri dan juga di Bank BCA.,Bank Mandiri,netral
"Menurutku, agak kecewa sama Bank BTN, sempat khawatir dengan kasus skimming di Bank BTN, jadi takut nabung banyak.",Bank BTN,negatif
"Sejauh ini, agak kecewa sama Bank BTN, CS Bank BTN kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BTN,negatif
"Atm bank bca mudah ditemukan di mana-mana, bahkan di kota kecil, namun proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama.",Bank BCA,positif
"Atm bank bca mudah ditemukan di mana-mana, bahkan di kota kecil, namun proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama.",Bank BNI,negatif
"Jujur, proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama. Beda banget sama Bank Mandiri yang lebih lancar.",Bank BCA,negatif
"Jujur, proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama. Beda banget sama Bank Mandiri yang lebih lancar.",Bank Mandiri,positif
"Sejauh ini, agak kecewa sama Bank BNI, sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak.",Bank BNI,negatif
"Buka rekening bank bni sekarang bisa full online, gak sampai 10 menit jadi, tapi antrian di kantor cabang Bank Mandiri panjangnya bukan main, bisa habis setengah hari.",Bank BNI,positif
